Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0812_15,45046.3,0.008199149,-2.086231244
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0812_15,99393.026,0.017685262,-1.752388494
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0812_15,91706.23333,0.016737988,-1.776296752
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0812_15,92311.33333,0.016802142,-1.774635345
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0812_15,85109.73333,0.015143799,-1.819765177
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0812_15,65114.47333,0.011884528,-1.925018076
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0812_15,48705.96667,0.008865267,-2.052308202
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0812_15,40928.61867,0.007282537,-2.137717319
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0812_15,14534.81333,0.002652857,-2.576286149
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0812_15,22948.93333,0.004177074,-2.379127864
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0812_15,20791.79267,0.003699538,-2.431852471
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0812_15,135133.1667,0.024664161,-1.607933654
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0812_15,68011.33333,0.012379153,-1.90730908
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0812_15,115709.9927,0.020588583,-1.686373541
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0812_15,123704.14,0.022578164,-1.646311374
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0812_15,149265.3333,0.027168683,-1.565931414
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0812_15,124689.19,0.022186275,-1.653915603
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0812_15,251330,0.045872111,-1.338451277
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0812_15,245139.3333,0.044619288,-1.350477368
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0812_15,272139.3333,0.048422467,-1.31495309
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0812_15,233718.68,0.042657737,-1.370002183
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0812_15,281978.7667,0.051324655,-1.289673962
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0812_15,280568.5333,0.049922296,-1.301705445
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0812_15,267755,0.04886996,-1.310958019
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0812_15,123492,0.022477523,-1.648251544
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0812_15,284209,0.050570054,-1.29610658
Q88L07,Q88L07_PSEPK,Pp_2130,Soluble lytic transglycosylase,PP_0812_15,18639.58,0.003402049,-2.468259486
Q88L07,Q88L07_PSEPK,Pp_2130,Soluble lytic transglycosylase,PP_0812_15,0,1.00E-05,-5
Q88L07,Q88L07_PSEPK,Pp_2130,Soluble lytic transglycosylase,PP_0812_15,24155.296,0.004298015,-2.366732043
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0812_15,46979.66667,0.008551052,-2.067980438
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0812_15,786.478,0.00013994,-3.854057828
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0812_15,0,1.00E-05,-5
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0812_15,786.478,0.00013994,-3.854057828
Q88L12,YEGS_PSEPK,Pp_2125,Probable lipid kinase YegS-like,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88L12,YEGS_PSEPK,Pp_2125,Probable lipid kinase YegS-like,PP_0812_15,0,1.00E-05,-5
Q88L12,YEGS_PSEPK,Pp_2125,Probable lipid kinase YegS-like,PP_0812_15,8578.418667,0.001526381,-2.816337169
Q88L14,Q88L14_PSEPK,Moea,Molybdopterin molybdenumtransferase,PP_0812_15,25233.87333,0.004605622,-2.336711689
Q88L14,Q88L14_PSEPK,Moea,Molybdopterin molybdenumtransferase,PP_0812_15,25372.7,0.004618238,-2.335523684
Q88L14,Q88L14_PSEPK,Moea,Molybdopterin molybdenumtransferase,PP_0812_15,23114.13667,0.004112759,-2.38586673
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0812_15,128405.8333,0.023436305,-1.630110854
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0812_15,127093.2,0.023132999,-1.635768054
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0812_15,117288.5,0.020869451,-1.680488975
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0812_15,26831.58,0.004897232,-2.310049361
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0812_15,0,1.00E-05,-5
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0812_15,41235.99267,0.007337229,-2.134467953
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0812_15,62825.58,0.011466765,-1.940559101
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0812_15,21100.56667,0.003840641,-2.41559625
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0812_15,20285.378,0.003609431,-2.442561302
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0812_15,6864.693333,0.001252926,-2.902074467
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0812_15,0,1.00E-05,-5
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0812_15,1048.637333,0.000186587,-3.729119092
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0812_15,222162.5667,0.040548545,-1.392024724
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0812_15,204110.1333,0.037151316,-1.430025802
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0812_15,231660.5333,0.041219967,-1.384892355
Q88L33,Q88L33_PSEPK,Dgt,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88L33,Q88L33_PSEPK,Dgt,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,PP_0812_15,0,1.00E-05,-5
Q88L33,Q88L33_PSEPK,Dgt,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,PP_0812_15,786.478,0.00013994,-3.854057828
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0812_15,57371.73333,0.010471342,-1.979997637
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0812_15,47419.9,0.008631182,-2.063929735
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0812_15,47759.09267,0.008497901,-2.070688339
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0812_15,14317.05333,0.002613112,-2.582841965
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0812_15,18243.9,0.003320682,-2.478772686
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0812_15,40821.15933,0.007263416,-2.138859072
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0812_15,254307.6667,0.046415587,-1.333336155
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0812_15,259591,0.047249723,-1.325600737
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0812_15,195992.826,0.034873519,-1.457504232
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0812_15,28680.80667,0.005234748,-2.281104246
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0812_15,68862.16667,0.012534018,-1.901909686
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0812_15,297418.8667,0.052920521,-1.276375892
Q88L42,Q88L42_PSEPK,Pp_2093,NasT,PP_0812_15,36692.81333,0.006697079,-2.174114597
Q88L42,Q88L42_PSEPK,Pp_2093,NasT,PP_0812_15,68122.13333,0.01239932,-1.906602129
Q88L42,Q88L42_PSEPK,Pp_2093,NasT,PP_0812_15,41450.31867,0.007375364,-2.132216533
Q88L43,Q88L43_PSEPK,Nasa,Nitrate/nitrite transporter,PP_0812_15,114455.44,0.020890115,-1.680059169
Q88L43,Q88L43_PSEPK,Nasa,Nitrate/nitrite transporter,PP_0812_15,112893.6333,0.020548451,-1.687220918
Q88L43,Q88L43_PSEPK,Nasa,Nitrate/nitrite transporter,PP_0812_15,172120.826,0.030625911,-1.513910985
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0812_15,2102619.333,0.383764719,-0.415934955
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0812_15,2154676.667,0.392185687,-0.40650826
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0812_15,2174386.333,0.386894275,-0.412407697
Q88L48,Q88L48_PSEPK,Cmpx,Small-conductance mechanosensitive channel,PP_0812_15,72054.3,0.013151167,-1.881035705
Q88L48,Q88L48_PSEPK,Cmpx,Small-conductance mechanosensitive channel,PP_0812_15,37402.06667,0.006807776,-2.166994769
Q88L48,Q88L48_PSEPK,Cmpx,Small-conductance mechanosensitive channel,PP_0812_15,130657.7333,0.023248274,-1.633609287
Q88L50,Q88L50_PSEPK,Cmax,CmaX protein,PP_0812_15,61972.68,0.011311096,-1.94649533
Q88L50,Q88L50_PSEPK,Cmax,CmaX protein,PP_0812_15,42640.9,0.007761327,-2.110064006
Q88L50,Q88L50_PSEPK,Cmax,CmaX protein,PP_0812_15,33788.58533,0.006012092,-2.220974398
Q88L51,RRAAH_PSEPK,Pp_2084,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,PP_0812_15,330365,0.060297377,-1.219701578
Q88L51,RRAAH_PSEPK,Pp_2084,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,PP_0812_15,331353,0.060311557,-1.219599462
Q88L51,RRAAH_PSEPK,Pp_2084,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,PP_0812_15,320532.3333,0.05703316,-1.243872562
Q88L53,Q88L53_PSEPK,Ppsa,Phosphoenolpyruvate synthase,PP_0812_15,872847.4133,0.159309884,-0.797757279
Q88L53,Q88L53_PSEPK,Ppsa,Phosphoenolpyruvate synthase,PP_0812_15,2073508.667,0.37741181,-0.423184514
Q88L53,Q88L53_PSEPK,Ppsa,Phosphoenolpyruvate synthase,PP_0812_15,2371847,0.42202897,-0.374657736
Q88L54,PSRP_PSEPK,Pp_2081,Putative phosphoenolpyruvate synthase regulatory protein,PP_0812_15,46236.04,0.008438884,-2.073714977
Q88L54,PSRP_PSEPK,Pp_2081,Putative phosphoenolpyruvate synthase regulatory protein,PP_0812_15,54234.13333,0.009871481,-2.005617664
Q88L54,PSRP_PSEPK,Pp_2081,Putative phosphoenolpyruvate synthase regulatory protein,PP_0812_15,39365.226,0.007004358,-2.154631658
Q88L55,Q88L55_PSEPK,Gdhb,NAD-specific glutamate dehydrogenase,PP_0812_15,239931.3333,0.043791655,-1.358608641
Q88L55,Q88L55_PSEPK,Gdhb,NAD-specific glutamate dehydrogenase,PP_0812_15,191214.6667,0.034804134,-1.458369168
Q88L55,Q88L55_PSEPK,Gdhb,NAD-specific glutamate dehydrogenase,PP_0812_15,284954.6667,0.050702733,-1.294968633
Q88L76,Y2059_PSEPK,Pp_2059,UPF0337 protein PP_2059,PP_0812_15,34505.67333,0.006297887,-2.200805102
Q88L76,Y2059_PSEPK,Pp_2059,UPF0337 protein PP_2059,PP_0812_15,20479.8,0.003727652,-2.428564658
Q88L76,Y2059_PSEPK,Pp_2059,UPF0337 protein PP_2059,PP_0812_15,45886.99267,0.008164793,-2.088054811
Q88L82,Q88L82_PSEPK,Pp_2053,DUF3144 domain-containing protein,PP_0812_15,32831.18,0.005992263,-2.222409116
Q88L82,Q88L82_PSEPK,Pp_2053,DUF3144 domain-containing protein,PP_0812_15,22593.33333,0.004112349,-2.385910059
Q88L82,Q88L82_PSEPK,Pp_2053,DUF3144 domain-containing protein,PP_0812_15,20201.71867,0.003594545,-2.444356088
Q88L83,Q88L83_PSEPK,Pp_2052,Bifunctional enzyme: sugar-phosphatase/mannitol-1-phosphate 5-dehydrogenase,PP_0812_15,30334.58,0.00553659,-2.256757622
Q88L83,Q88L83_PSEPK,Pp_2052,Bifunctional enzyme: sugar-phosphatase/mannitol-1-phosphate 5-dehydrogenase,PP_0812_15,15176.1,0.002762293,-2.558730189
Q88L83,Q88L83_PSEPK,Pp_2052,Bifunctional enzyme: sugar-phosphatase/mannitol-1-phosphate 5-dehydrogenase,PP_0812_15,24970.352,0.00444304,-2.352319742
Q88L99,Q88L99_PSEPK,Pp_2036,4-hydroxy-tetrahydrodipicolinate synthase,PP_0812_15,26608.11333,0.004856445,-2.313681526
Q88L99,Q88L99_PSEPK,Pp_2036,4-hydroxy-tetrahydrodipicolinate synthase,PP_0812_15,0,1.00E-05,-5
Q88L99,Q88L99_PSEPK,Pp_2036,4-hydroxy-tetrahydrodipicolinate synthase,PP_0812_15,25101.48533,0.004466373,-2.350044986
Q88LA3,Q88LA3_PSEPK,Pp_2032,ATPase,PP_0812_15,15031.58,0.002743526,-2.561690975
Q88LA3,Q88LA3_PSEPK,Pp_2032,ATPase,PP_0812_15,0,1.00E-05,-5
Q88LA3,Q88LA3_PSEPK,Pp_2032,ATPase,PP_0812_15,786.478,0.00013994,-3.854057828
Q88LB0,Q88LB0_PSEPK,Sbcd,Nuclease SbcCD subunit D,PP_0812_15,17937.64667,0.003273934,-2.484930143
Q88LB0,Q88LB0_PSEPK,Sbcd,Nuclease SbcCD subunit D,PP_0812_15,15111.2,0.002750481,-2.560591415
Q88LB0,Q88LB0_PSEPK,Sbcd,Nuclease SbcCD subunit D,PP_0812_15,25145.59267,0.004474221,-2.349282531
Q88LB1,Q88LB1_PSEPK,Sbcc,Exonuclease SbcC,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88LB1,Q88LB1_PSEPK,Sbcc,Exonuclease SbcC,PP_0812_15,0,1.00E-05,-5
Q88LB1,Q88LB1_PSEPK,Sbcc,Exonuclease SbcC,PP_0812_15,87924.4,0.01564462,-1.805634994
Q88LB4,Q88LB4_PSEPK,Ppgl,L-alpha-hydroxyglutaric acid gamma-lactonase,PP_0812_15,17863.95333,0.003260483,-2.486718033
Q88LB4,Q88LB4_PSEPK,Ppgl,L-alpha-hydroxyglutaric acid gamma-lactonase,PP_0812_15,24401.26667,0.004441422,-2.352477998
Q88LB4,Q88LB4_PSEPK,Ppgl,L-alpha-hydroxyglutaric acid gamma-lactonase,PP_0812_15,19056.106,0.003390703,-2.469710247
Q88LB6,Q88LB6_PSEPK,Pp_2019,"Multidrug efflux transporter, RND family",PP_0812_15,5148.52,0.000939695,-3.027013204
Q88LB6,Q88LB6_PSEPK,Pp_2019,"Multidrug efflux transporter, RND family",PP_0812_15,0,1.00E-05,-5
Q88LB6,Q88LB6_PSEPK,Pp_2019,"Multidrug efflux transporter, RND family",PP_0812_15,786.478,0.00013994,-3.854057828
Q88LB8,Q88LB8_PSEPK,Pepn,Aminopeptidase N,PP_0812_15,115748.52,0.021126125,-1.675180161
Q88LB8,Q88LB8_PSEPK,Pepn,Aminopeptidase N,PP_0812_15,197289.0667,0.035909772,-1.44478735
Q88LB8,Q88LB8_PSEPK,Pepn,Aminopeptidase N,PP_0812_15,184638.0927,0.032853141,-1.483423102
Q88LB9,Q88LB9_PSEPK,Pp_2016,DUF2797 domain-containing protein,PP_0812_15,12270.21333,0.002239528,-2.649843494
Q88LB9,Q88LB9_PSEPK,Pp_2016,DUF2797 domain-containing protein,PP_0812_15,8194.966667,0.001491615,-2.826343177
Q88LB9,Q88LB9_PSEPK,Pp_2016,DUF2797 domain-containing protein,PP_0812_15,786.478,0.00013994,-3.854057828
Q88LC3,NADK_PSEPK,Nadk,NAD kinase,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88LC3,NADK_PSEPK,Nadk,NAD kinase,PP_0812_15,0,1.00E-05,-5
Q88LC3,NADK_PSEPK,Nadk,NAD kinase,PP_0812_15,22921.852,0.004078545,-2.389494703
Q88LC7,Q88LC7_PSEPK,Fadh,"2,4-dienoyl-CoA reductase",PP_0812_15,22681.38667,0.004139749,-2.383026006
Q88LC7,Q88LC7_PSEPK,Fadh,"2,4-dienoyl-CoA reductase",PP_0812_15,14533.06667,0.002645251,-2.577533103
Q88LC7,Q88LC7_PSEPK,Fadh,"2,4-dienoyl-CoA reductase",PP_0812_15,27539.01867,0.00490009,-2.309795946
Q88LC8,Q88LC8_PSEPK,Pp_2007,p-47-related protein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88LC8,Q88LC8_PSEPK,Pp_2007,p-47-related protein,PP_0812_15,0,1.00E-05,-5
Q88LC8,Q88LC8_PSEPK,Pp_2007,p-47-related protein,PP_0812_15,786.478,0.00013994,-3.854057828
Q88LC9,Q88LC9_PSEPK,Pp_2006,TULIP family P47-like protein,PP_0812_15,10297.04,0.001879389,-2.725983208
Q88LC9,Q88LC9_PSEPK,Pp_2006,TULIP family P47-like protein,PP_0812_15,0,1.00E-05,-5
Q88LC9,Q88LC9_PSEPK,Pp_2006,TULIP family P47-like protein,PP_0812_15,1310.796667,0.000233233,-3.632209079
Q88LD4,Q88LD4_PSEPK,Metz,O-succinylhomoserine sulfhydrylase,PP_0812_15,181685.5067,0.033160775,-1.479375324
Q88LD4,Q88LD4_PSEPK,Metz,O-succinylhomoserine sulfhydrylase,PP_0812_15,184410.7667,0.033565715,-1.474104095
Q88LD4,Q88LD4_PSEPK,Metz,O-succinylhomoserine sulfhydrylase,PP_0812_15,178775.1593,0.031809934,-1.497437233
Q88LD5,Q88LD5_PSEPK,Purf,Amidophosphoribosyltransferase,PP_0812_15,359029.6667,0.065529179,-1.183565272
Q88LD5,Q88LD5_PSEPK,Purf,Amidophosphoribosyltransferase,PP_0812_15,370196.6667,0.067381727,-1.171457865
Q88LD5,Q88LD5_PSEPK,Purf,Amidophosphoribosyltransferase,PP_0812_15,397434.3333,0.070716535,-1.150479025
Q88LD7,Q88LD7_PSEPK,Dedd,Cell division protein,PP_0812_15,54047.54,0.009864619,-2.005919676
Q88LD7,Q88LD7_PSEPK,Dedd,Cell division protein,PP_0812_15,25978.86667,0.00472857,-2.325270168
Q88LD7,Q88LD7_PSEPK,Dedd,Cell division protein,PP_0812_15,59067.03333,0.010509952,-1.978399248
Q88LD8,Q88LD8_PSEPK,Folc,Dihydrofolate synthase/folylpolyglutamate synthase,PP_0812_15,11907.30667,0.002173291,-2.662882069
Q88LD8,Q88LD8_PSEPK,Folc,Dihydrofolate synthase/folylpolyglutamate synthase,PP_0812_15,16851.53333,0.003067249,-2.513250945
Q88LD8,Q88LD8_PSEPK,Folc,Dihydrofolate synthase/folylpolyglutamate synthase,PP_0812_15,13533.48533,0.002408049,-2.61833475
Q88LD9,ACCD_PSEPK,Accd,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,PP_0812_15,326003.3333,0.059501297,-1.225473567
Q88LD9,ACCD_PSEPK,Accd,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,PP_0812_15,321385.3333,0.058497282,-1.232864315
Q88LD9,ACCD_PSEPK,Accd,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,PP_0812_15,295617.3333,0.052599969,-1.279014512
Q88LE1,Q88LE1_PSEPK,Fimv,Motility protein fimV,PP_0812_15,266871.7133,0.048708745,-1.312393064
Q88LE1,Q88LE1_PSEPK,Fimv,Motility protein fimV,PP_0812_15,474432.7333,0.086354361,-1.063715723
Q88LE1,Q88LE1_PSEPK,Fimv,Motility protein fimV,PP_0812_15,460346.8,0.081910716,-1.086659278
Q88LE2,Q88LE2_PSEPK,Asd,Aspartate-semialdehyde dehydrogenase,PP_0812_15,175675.6,0.032063862,-1.493984163
Q88LE2,Q88LE2_PSEPK,Asd,Aspartate-semialdehyde dehydrogenase,PP_0812_15,108688.6667,0.019783079,-1.703706108
Q88LE2,Q88LE2_PSEPK,Asd,Aspartate-semialdehyde dehydrogenase,PP_0812_15,66616.652,0.011853276,-1.926161605
Q88LE4,Q88LE4_PSEPK,Asd,Aspartate-semialdehyde dehydrogenase,PP_0812_15,577510,0.105405652,-0.977136099
Q88LE4,Q88LE4_PSEPK,Asd,Aspartate-semialdehyde dehydrogenase,PP_0812_15,578262.3333,0.105253013,-0.977765464
Q88LE4,Q88LE4_PSEPK,Asd,Aspartate-semialdehyde dehydrogenase,PP_0812_15,556793.6667,0.09907176,-1.00405012
Q88LE5,LEU3_PSEPK,Leub,3-isopropylmalate dehydrogenase,PP_0812_15,672061.3333,0.122662921,-0.911286699
Q88LE5,LEU3_PSEPK,Leub,3-isopropylmalate dehydrogenase,PP_0812_15,659438.0667,0.120028297,-0.920716355
Q88LE5,LEU3_PSEPK,Leub,3-isopropylmalate dehydrogenase,PP_0812_15,665591.2333,0.118430397,-0.926536814
Q88LE6,Q88LE6_PSEPK,Pp_1987,"Methlytransferase, UbiE/COQ5 family",PP_0812_15,94014.16667,0.017159226,-1.765502307
Q88LE6,Q88LE6_PSEPK,Pp_1987,"Methlytransferase, UbiE/COQ5 family",PP_0812_15,87457.63333,0.015918691,-1.798092648
Q88LE6,Q88LE6_PSEPK,Pp_1987,"Methlytransferase, UbiE/COQ5 family",PP_0812_15,60000.726,0.010676087,-1.971587902
Q88LE7,LEUD_PSEPK,Leud,3-isopropylmalate dehydratase small subunit,PP_0812_15,357515.8333,0.065252878,-1.185400328
Q88LE7,LEUD_PSEPK,Leud,3-isopropylmalate dehydratase small subunit,PP_0812_15,319341.1667,0.058125211,-1.235635461
Q88LE7,LEUD_PSEPK,Leud,3-isopropylmalate dehydratase small subunit,PP_0812_15,348065.1593,0.061932149,-1.208083853
Q88LE8,LEUC_PSEPK,Leuc,3-isopropylmalate dehydratase large subunit,PP_0812_15,401257.6667,0.073236526,-1.135272265
Q88LE8,LEUC_PSEPK,Leuc,3-isopropylmalate dehydratase large subunit,PP_0812_15,368785.3333,0.067124841,-1.173116728
Q88LE8,LEUC_PSEPK,Leuc,3-isopropylmalate dehydratase large subunit,PP_0812_15,377234.6667,0.067122356,-1.173132811
Q88LF1,Q88LF1_PSEPK,Ibpa,Small heat shock protein IbpA,PP_0812_15,689087.1,0.12577042,-0.900421488
Q88LF1,Q88LF1_PSEPK,Ibpa,Small heat shock protein IbpA,PP_0812_15,669683.9,0.121893203,-0.914020511
Q88LF1,Q88LF1_PSEPK,Ibpa,Small heat shock protein IbpA,PP_0812_15,680520.6667,0.121086831,-0.916903088
Q88LF6,SYE_PSEPK,Gltx,Glutamate--tRNA ligase,PP_0812_15,236356,0.043139094,-1.365128977
Q88LF6,SYE_PSEPK,Gltx,Glutamate--tRNA ligase,PP_0812_15,253031,0.046055697,-1.336716637
Q88LF6,SYE_PSEPK,Gltx,Glutamate--tRNA ligase,PP_0812_15,275260.1593,0.048977764,-1.31000105
Q88LF9,UVRB_PSEPK,Uvrb,UvrABC system protein B,PP_0812_15,92810.50667,0.016939537,-1.771098464
Q88LF9,UVRB_PSEPK,Uvrb,UvrABC system protein B,PP_0812_15,125745.9333,0.022887775,-1.64039642
Q88LF9,UVRB_PSEPK,Uvrb,UvrABC system protein B,PP_0812_15,126598.3,0.022525968,-1.647316533
Q88LG1,Q88LG1_PSEPK,Tyrb,Aminotransferase,PP_0812_15,540774.2667,0.09870074,-1.005679591
Q88LG1,Q88LG1_PSEPK,Tyrb,Aminotransferase,PP_0812_15,623699.1333,0.113523239,-0.944915228
Q88LG1,Q88LG1_PSEPK,Tyrb,Aminotransferase,PP_0812_15,541334.826,0.096321128,-1.016278439
Q88LG2,Q88LG2_PSEPK,Pp_1971,DUF1285 domain-containing protein,PP_0812_15,26412.10667,0.00482067,-2.316892566
Q88LG2,Q88LG2_PSEPK,Pp_1971,DUF1285 domain-containing protein,PP_0812_15,13538.2,0.002464169,-2.608329443
Q88LG2,Q88LG2_PSEPK,Pp_1971,DUF1285 domain-containing protein,PP_0812_15,24288.326,0.004321686,-2.364346823
Q88LG5,Q88LG5_PSEPK,Pp_1968,TetR family transcriptional regulator,PP_0812_15,14653.94,0.0026746,-2.572741199
Q88LG5,Q88LG5_PSEPK,Pp_1968,TetR family transcriptional regulator,PP_0812_15,9206.166667,0.00167567,-2.775811536
Q88LG5,Q88LG5_PSEPK,Pp_1968,TetR family transcriptional regulator,PP_0812_15,8981.092667,0.001598029,-2.796415229
Q88LH3,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88LH3,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,PP_0812_15,0,1.00E-05,-5
Q88LH3,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,PP_0812_15,786.478,0.00013994,-3.854057828
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,PP_0812_15,73716.8,0.013454602,-1.871129134
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,PP_0812_15,102353.9,0.01863005,-1.729785973
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,PP_0812_15,95910.09267,0.017065535,-1.767880096
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,PP_0812_15,2867284,0.523329363,-0.281224897
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,PP_0812_15,2893988,0.526752199,-0.278393643
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,PP_0812_15,2621033,0.46636729,-0.331271918
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,PP_0812_15,919418,0.167809829,-0.775182606
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,PP_0812_15,932999.3333,0.169820832,-0.770009035
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,PP_0812_15,880413.6667,0.156654317,-0.805057631
