Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88KF2,Q88KF2_PSEPK,Prpd,2-methylcitrate dehydratase,PP_0812_15,205225.9667,0.005575504,-2.253715855
Q88KF3,Q88KF3_PSEPK,Prpf,Aconitate isomerase,PP_0812_15,797558.6667,0.018243539,-1.738890922
Q88KF3,Q88KF3_PSEPK,Prpf,Aconitate isomerase,PP_0812_15,606971.3333,0.014888458,-1.827150276
Q88KF3,Q88KF3_PSEPK,Prpf,Aconitate isomerase,PP_0812_15,542969,0.014751184,-1.831173131
Q88KF4,Q88KF4_PSEPK,Acna-ii,aconitate hydratase,PP_0812_15,1836666.667,0.042012331,-1.376623217
Q88KF4,Q88KF4_PSEPK,Acna-ii,aconitate hydratase,PP_0812_15,1470000,0.036057771,-1.443001122
Q88KF4,Q88KF4_PSEPK,Acna-ii,aconitate hydratase,PP_0812_15,410864.6,0.01116222,-1.952249441
Q88KF5,Q88KF5_PSEPK,Prpc,Citrate synthase,PP_0812_15,1324147.367,0.030288848,-1.51871724
Q88KF5,Q88KF5_PSEPK,Prpc,Citrate synthase,PP_0812_15,2863333.333,0.070234978,-1.153446547
Q88KF5,Q88KF5_PSEPK,Prpc,Citrate synthase,PP_0812_15,2622210,0.071239244,-1.147280696
Q88KF6,Q88KF6_PSEPK,Prpb,2-methylisocitrate lyase,PP_0812_15,1607721.367,0.036775385,-1.434442778
Q88KF6,Q88KF6_PSEPK,Prpb,2-methylisocitrate lyase,PP_0812_15,1090551.7,0.026750247,-1.572672197
Q88KF6,Q88KF6_PSEPK,Prpb,2-methylisocitrate lyase,PP_0812_15,1020864.6,0.027734477,-1.556980021
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0812_15,1356634,0.031031955,-1.508190864
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0812_15,1238445.333,0.030377945,-1.517441616
Q88KF9,Q88KF9_PSEPK,Pp_2331,Inactive transglutaminase fused to 7 transmembrane helices,PP_0812_15,1268326.967,0.034457444,-1.462716939
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0812_15,76247.43333,0.001744101,-2.758428332
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0812_15,97099.1,0.002381753,-2.623103252
Q88KG0,Q88KG0_PSEPK,Pp_2330,ATP-grasp domain-containing protein,PP_0812_15,67303.9,0.001828488,-2.737907935
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0812_15,1734147.367,0.039667282,-1.40156756
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0812_15,1897912.033,0.046554067,-1.332042377
Q88KG2,Q88KG2_PSEPK,Cysh,Adenosine 5'-phosphosulfate reductase,PP_0812_15,1572131.967,0.042711108,-1.369459167
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0812_15,2444147.367,0.055907983,-1.252526174
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0812_15,3317440.033,0.081373805,-1.089515375
Q88KG3,Q88KG3_PSEPK,Cysb,Transcriptional dual regulator / CysB-O-acetyl-L-serine,PP_0812_15,2433333.333,0.066107912,-1.17974656
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812_15,2226666.667,0.05093328,-1.292998353
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812_15,2803333.333,0.068763233,-1.162643715
Q88KG6,Q88KG6_PSEPK,Arof-i,Phospho-2-dehydro-3-deoxyheptonate aldolase,PP_0812_15,2306666.667,0.062666678,-1.202963326
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0812_15,116123333.3,2.656231561,0.424265933
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0812_15,75620000,1.854890242,0.268318216
Q88KG8,Q88KG8_PSEPK,Opri,Major outer membrane lipoprotein,PP_0812_15,59430000,1.614572551,0.208057565
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0812_15,1360000,0.03110895,-1.507114653
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0812_15,1470000,0.036057771,-1.443001122
Q88KH0,Q88KH0_PSEPK,Pp_2320,"L,D-TPase catalytic domain-containing protein",PP_0812_15,1051805,0.028575054,-1.544012934
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0812_15,812679.6667,0.01858942,-1.730734167
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0812_15,12320.1,0.000302201,-3.519704224
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,PP_0812_15,21729.2,0.000590331,-3.228904428
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0812_15,821969.3667,0.018801914,-1.725797929
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0812_15,640494.0667,0.01571074,-1.803803346
Q88KI2,Q88KI2_PSEPK,Pp_2308,Acyl-CoA thioesterase II,PP_0812_15,21729.2,0.000590331,-3.228904428
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0812_15,366971.7,0.008394194,-2.076020987
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0812_15,922375,0.022625025,-1.645410933
Q88KI3,Q88KI3_PSEPK,Pp_2307,CHAD domain-containing protein,PP_0812_15,658725.6333,0.017896018,-1.747243602
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0812_15,647254.0333,0.014805436,-1.829578796
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0812_15,932381.3333,0.022870471,-1.640724886
Q88KI5,Q88KI5_PSEPK,Pp_2305,PNPLA domain-containing protein,PP_0812_15,626802.9667,0.017028754,-1.768817122
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0812_15,3393489,0.07762344,-1.110007115
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0812_15,3808307.667,0.093414344,-1.02958643
Q88KI6,Q88KI6_PSEPK,Pp_2304,Periplasmic chaperone PpiD,PP_0812_15,3528245.667,0.095854091,-1.018389349
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0812_15,39747480.7,0.909192922,-0.041343954
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0812_15,39028213.4,0.957326794,-0.018939786
Q88KI7,Q88KI7_PSEPK,Hupb,"DNA binding regulator, beta subunit B",PP_0812_15,40058765.63,1.088301925,0.036749397
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0812_15,4104147.367,0.093879201,-1.027430615
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0812_15,3017440.033,0.074015076,-1.130679809
Q88KI8,Q88KI8_PSEPK,Lon-ii,Lon protease,PP_0812_15,3096666.667,0.08412911,-1.075053706
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0812_15,5894302.333,0.134827613,-0.870221153
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0812_15,7023290,0.172274955,-0.763777855
Q88KI9,CLPX_PSEPK,Clpx,ATP-dependent Clp protease ATP-binding subunit ClpX,PP_0812_15,5221436,0.141854068,-0.848158206
Q88KJ0,CLPP_PSEPK,Clpp,ATP-dependent Clp protease proteolytic subunit,PP_0812_15,2748491.667,0.062869624,-1.201559137
Q88KJ0,CLPP_PSEPK,Clpp,ATP-dependent Clp protease proteolytic subunit,PP_0812_15,2773333.333,0.06802736,-1.167316385
Q88KJ0,CLPP_PSEPK,Clpp,ATP-dependent Clp protease proteolytic subunit,PP_0812_15,2734519.667,0.074290432,-1.129067114
Q88KJ1,TIG_PSEPK,Tig,Trigger factor,PP_0812_15,8380000,0.191686028,-0.717409542
Q88KJ1,TIG_PSEPK,Tig,Trigger factor,PP_0812_15,7386666.667,0.181188256,-0.741869955
Q88KJ1,TIG_PSEPK,Tig,Trigger factor,PP_0812_15,6076666.667,0.165088662,-0.782282751
Q88KJ8,Q88KJ8_PSEPK,Pp_2292,Apea-like HEPN domain-containing protein,PP_0812_15,1136125.367,0.02598799,-1.585227305
Q88KJ8,Q88KJ8_PSEPK,Pp_2292,Apea-like HEPN domain-containing protein,PP_0812_15,1385433.367,0.033983428,-1.468732814
Q88KJ8,Q88KJ8_PSEPK,Pp_2292,Apea-like HEPN domain-containing protein,PP_0812_15,1585154.6,0.043064902,-1.36587654
Q88KL3,Q88KL3_PSEPK,Pp_2277,Uncharacterized protein,PP_0812_15,346872.7,0.007934445,-2.10048344
Q88KL3,Q88KL3_PSEPK,Pp_2277,Uncharacterized protein,PP_0812_15,68939.4,0.001691021,-2.771850957
Q88KL3,Q88KL3_PSEPK,Pp_2277,Uncharacterized protein,PP_0812_15,117541.6,0.003193327,-2.495756567
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0812_15,1812463.433,0.041458701,-1.382384308
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0812_15,1806232.067,0.04430524,-1.353544908
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0812_15,1146296.9,0.031142176,-1.506651048
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0812_15,925387,0.021167513,-1.674330167
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0812_15,222780.7333,0.00546461,-2.262440827
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0812_15,712930,0.019368622,-1.712901275
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0812_15,12442.1,0.000284603,-3.545759874
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0812_15,12320.1,0.000302201,-3.519704224
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0812_15,16296.9,0.000442748,-3.353843165
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0812_15,1228236.667,0.028094965,-1.551371503
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0812_15,1083230.667,0.026570669,-1.57559751
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0812_15,405361.6333,0.011012717,-1.958105524
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0812_15,2579056.333,0.058993922,-1.229192733
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0812_15,1468375.667,0.036017928,-1.443481278
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0812_15,928669.3,0.025229749,-1.598087077
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0812_15,534452.3333,0.012225184,-1.912744584
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0812_15,473706.0333,0.011619581,-1.93480954
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0812_15,564246.9667,0.015329256,-1.814478932
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0812_15,1711802,0.039156149,-1.407200032
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0812_15,1960000,0.048077028,-1.318062385
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0812_15,1352098.967,0.036733331,-1.434939685
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0812_15,494872.3667,0.011319823,-1.946160357
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0812_15,1404775.333,0.034457869,-1.462711584
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0812_15,1794292.333,0.048746679,-1.312054964
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0812_15,117321.0667,0.002683629,-2.571277558
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0812_15,12320.1,0.000302201,-3.519704224
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0812_15,16296.9,0.000442748,-3.353843165
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0812_15,1602314,0.036651695,-1.435905934
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0812_15,2020000,0.049548774,-1.304967087
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0812_15,2046666.667,0.055603093,-1.254901049
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0812_15,871737.7,0.019940327,-1.700267733
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0812_15,1912555,0.046913245,-1.328704523
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0812_15,1476739.333,0.040119515,-1.396644323
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0812_15,1375163.7,0.031455808,-1.502299161
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0812_15,1633001.7,0.040056056,-1.39733182
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0812_15,1722253.3,0.046789549,-1.32985114
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0812_15,232499.7667,0.005318253,-2.27423104
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0812_15,336004.1,0.008241877,-2.08397388
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0812_15,194175.5667,0.005275291,-2.277753584
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0812_15,665417.4,0.015220909,-1.817559408
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0812_15,121704.4667,0.002985301,-2.525011939
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0812_15,285246.8667,0.007749483,-2.110727283
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0812_15,341173.4,0.007804078,-2.107678398
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0812_15,16426.8,0.000402935,-3.394765487
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0812_15,372963.5667,0.010132538,-1.994281756
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0812_15,3014408.667,0.06895227,-1.161451431
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0812_15,2904106.7,0.071235112,-1.147305888
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0812_15,2642098.967,0.07177958,-1.143999084
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0812_15,1031628.067,0.023597695,-1.627130412
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0812_15,1442863.033,0.035392126,-1.45109335
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0812_15,386296.9,0.010494773,-1.979026942
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0812_15,48174.4,0.001101952,-2.957837247
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0812_15,12320.1,0.000302201,-3.519704224
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0812_15,39509.56667,0.001073381,-2.969245899
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0812_15,146655.0333,0.003354621,-2.474356588
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0812_15,220831.4,0.005416795,-2.266257631
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0812_15,16296.9,0.000442748,-3.353843165
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0812_15,307290.7333,0.007029038,-2.153104097
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0812_15,556172.6667,0.013642413,-1.865108815
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0812_15,873533.9333,0.023731851,-1.624668385
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0812_15,1451601.7,0.033204268,-1.478806093
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0812_15,1986401.667,0.048724637,-1.312251386
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0812_15,1605596,0.043620246,-1.360311888
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0812_15,3480000,0.079602312,-1.099074317
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0812_15,3050000,0.074813743,-1.126018617
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0812_15,3120000,0.084763021,-1.071793571
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0812_15,7607480.7,0.174015245,-0.759412702
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0812_15,8387440.033,0.205736322,-0.686689028
Q88KZ0,Q88KZ0_PSEPK,Gapb,Glyceraldehyde-3-phosphate dehydrogenase,PP_0812_15,7415696,0.201466923,-0.695796247
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0812_15,7373333.333,0.168659305,-0.772989693
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0812_15,2635842.367,0.064654831,-1.189399022
Q88KZ1,Q88KZ1_PSEPK,Mfd,Transcription-repair-coupling factor,PP_0812_15,2115432.3,0.057471293,-1.240549034
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0812_15,347640.4,0.007952006,-2.09952332
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0812_15,414128.4667,0.010158197,-1.993183372
Q88KZ2,Q88KZ2_PSEPK,Pp_2147,Peptidoglycan-binding protein CsiV,PP_0812_15,320961.9667,0.008719778,-2.059494593
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0812_15,581900.3667,0.013310521,-1.87580493
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0812_15,1002547.667,0.024591588,-1.609213426
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,PP_0812_15,617926.3,0.016787596,-1.775011485
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0812_15,615284.3667,0.014074155,-1.851577681
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0812_15,1254106.7,0.030762104,-1.511983968
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",PP_0812_15,612232.6333,0.016632913,-1.779031691
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0812_15,210769.9333,0.004821199,-2.316844903
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0812_15,383389.7,0.009404203,-2.026678015
Q88KZ8,Q88KZ8_PSEPK,Pp_2140,PasA protein,PP_0812_15,16296.9,0.000442748,-3.353843165
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0812_15,1446666.667,0.033091383,-1.480285086
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0812_15,1383333.333,0.033931916,-1.469391615
Q88KZ9,Q88KZ9_PSEPK,Topa,DNA topoisomerase 1,PP_0812_15,1580000,0.042924863,-1.367291078
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0812_15,987306.3667,0.022583871,-1.646201624
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0812_15,748896.7333,0.01836976,-1.73589652
Q88L01,FADA_PSEPK,Fada,3-ketoacyl-CoA thiolase,PP_0812_15,739274.7333,0.020084346,-1.697142302
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0812_15,2690000,0.061531672,-1.210901281
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0812_15,4133333.333,0.10138693,-0.994018026
Q88L02,FADB_PSEPK,Fadb,Fatty acid oxidation complex subunit alpha,PP_0812_15,3536666.667,0.096082869,-1.017354036
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0812_15,1033146.7,0.023632433,-1.626491568
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0812_15,1287848.067,0.031589749,-1.500453826
Q88L05,Q88L05_PSEPK,Pp_2132,Universal stress protein,PP_0812_15,958182.2667,0.026031546,-1.584500036
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0812_15,2593333.333,0.059320497,-1.226795219
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0812_15,2406666.667,0.059033358,-1.228902514
Q88L06,Q88L06_PSEPK,Uup,ATP-binding protein Uup,PP_0812_15,2400000,0.065202324,-1.185736924
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0812_15,653603.7,0.01495068,-1.825339059
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0812_15,684172.3667,0.01678213,-1.775152927
Q88L08,Q88L08_PSEPK,Pp_2129,MOSC domain-containing protein,PP_0812_15,615079.6333,0.016710259,-1.777016819
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0812_15,315878.4,0.007225474,-2.141133632
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0812_15,207260.0667,0.005083902,-2.293802823
Q88L09,Q88L09_PSEPK,Pp_2128,CheV-like chemotaxis protein,PP_0812_15,231444.2667,0.006287793,-2.201501739
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0812_15,994147.3667,0.022740353,-1.643202795
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0812_15,1486991.333,0.036474553,-1.438010019
Q88L15,Q88L15_PSEPK,Moab-i,Molybdenum cofactor biosynthesis protein B,PP_0812_15,998765.6333,0.0271341,-1.566484575
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0812_15,443457.0667,0.010143738,-1.993801981
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0812_15,437270.7333,0.010725856,-1.969568046
Q88L20,PDXB_PSEPK,Pdxb,Erythronate-4-phosphate dehydrogenase,PP_0812_15,389417.6,0.010579555,-1.97553259
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0812_15,1236666.667,0.028287795,-1.548400906
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0812_15,1573333.333,0.038592444,-1.413497713
Q88L24,Q88L24_PSEPK,Acna-i,Aconitate hydratase,PP_0812_15,1706666.667,0.046366097,-1.333799459
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0812_15,237264.7333,0.005427248,-2.265420371
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0812_15,16426.8,0.000402935,-3.394765487
Q88L25,Q88L25_PSEPK,Pp_2111,Aerotaxis receptor,PP_0812_15,21729.2,0.000590331,-3.228904428
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0812_15,2084608.033,0.047683799,-1.321629154
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0812_15,2636884.367,0.06468039,-1.189227371
Q88L30,Q88L30_PSEPK,Pp_2105,DUF883 domain-containing protein,PP_0812_15,2030864.6,0.055173788,-1.258267196
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0812_15,339677.7333,0.007769866,-2.109586482
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0812_15,977440.0333,0.02397572,-1.620228334
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,PP_0812_15,1716666.667,0.046637773,-1.331262191
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0812_15,995109.3667,0.022762358,-1.642782747
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0812_15,1011722.067,0.024816628,-1.605257234
Q88L39,RLMKL_PSEPK,Rlml,Ribosomal RNA large subunit methyltransferase K/L,PP_0812_15,1457382.667,0.03959364,-1.402374565
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0812_15,2196666.667,0.050247053,-1.298889401
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0812_15,1660773.367,0.040737269,-1.390008085
Q88L40,PYRD_PSEPK,Pyrd,Dihydroorotate dehydrogenase (quinone),PP_0812_15,1328765.633,0.03609942,-1.442499778
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0812_15,16589.46667,0.000379471,-3.420821137
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0812_15,724530.7,0.017772083,-1.750261664
Q88L41,Q88L41_PSEPK,Pp_2094,Nitrate-binding protein NasS,PP_0812_15,562872.6,0.015291917,-1.815538057
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0812_15,8966666.667,0.205105575,-0.688022536
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0812_15,11016666.67,0.270228875,-0.568268247
Q88L46,Q88L46_PSEPK,Oprf,Outer membrane porin F,PP_0812_15,6270000,0.170341072,-0.768680625
