Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88KL3,Q88KL3_PSEPK,Pp_2277,Uncharacterized protein,PP_0812,R2,540537.0333,0.011452106,-1.941114624
Q88KL3,Q88KL3_PSEPK,Pp_2277,Uncharacterized protein,PP_0812,R3,534590.8333,0.011384894,-1.943671021
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0368,R1,1859578.367,0.03944352,-1.404024335
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0368,R2,2014784.433,0.041882929,-1.377962958
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0368,R3,1553600.653,0.032784499,-1.484331454
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0751,R1,2073060.2,0.041419054,-1.382799824
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0751,R2,1713811.313,0.035812813,-1.445961561
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0751,R3,2036894.833,0.043138629,-1.365133657
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0812,R1,1451122.4,0.029663174,-1.527782377
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0812,R2,1025999.1,0.021737365,-1.662793098
Q88KM5,FOLD2_PSEPK,Fold2,Bifunctional protein FolD 2,PP_0812,R3,1990821,0.042397445,-1.372660315
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0368,R1,717317.9,0.015215031,-1.817727152
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0368,R2,650004,0.013512151,-1.869275516
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0368,R3,671734.6667,0.014175125,-1.848473087
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0751,R1,774480.3333,0.01547386,-1.810401344
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0751,R2,890564.6667,0.018609765,-1.730259106
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0751,R3,835464,0.017693978,-1.752174522
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0812,R1,746217.9333,0.015253843,-1.816620741
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0812,R2,737885.3667,0.015633234,-1.80595118
Q88KN3,Q88KN3_PSEPK,Pp_2257,Aerotaxis receptor,PP_0812,R3,228131.1667,0.004858387,-2.313507907
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0368,R1,13993.7,0.00029682,-3.527506261
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0368,R2,143890.0667,0.002991157,-2.524160731
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0368,R3,517283.3267,0.010915852,-1.961942369
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0751,R1,17522.8,0.0003501,-3.455808234
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0751,R2,70363.96,0.001470367,-2.832574294
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0751,R3,11638.5,0.000246487,-3.608205252
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0812,R2,144375.7333,0.003058821,-2.514445875
Q88KP1,MCPA_PSEPK,Mcpa,Methyl-accepting chemotaxis protein McpA,PP_0812,R3,167738.6667,0.00357224,-2.447059342
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0368,R1,1051858,0.022310962,-1.651481706
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0368,R2,950132.4333,0.01975116,-1.704407402
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0368,R3,1158979.667,0.0244571,-1.611595033
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0751,R1,623514.6,0.012457615,-1.904565111
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0751,R2,1085501.667,0.022683284,-1.644294072
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0751,R3,555851.1667,0.011772163,-1.929143742
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0812,R1,620654.9333,0.012687142,-1.896636211
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0812,R2,790644.6667,0.01675102,-1.775958732
Q88KQ2,Q88KQ2_PSEPK,Pp_2238,Metallopeptidase,PP_0812,R3,395374.1667,0.008420071,-2.074684239
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0368,R1,1617377.667,0.034306201,-1.464627378
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0368,R2,2470430.333,0.051354803,-1.289418934
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0368,R3,2697828.333,0.056930299,-1.244656538
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0751,R1,6550000,0.130866824,-0.883170438
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0751,R2,7696666.667,0.160834092,-0.793621889
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0751,R3,8660000,0.183406882,-0.736584371
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0812,R1,782051.1333,0.015986328,-1.796251273
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0812,R2,41921.83333,0.000888178,-3.051499811
Q88KQ7,Q88KQ7_PSEPK,Pp_2233,"Hydrolase, isochorismatase family",PP_0812,R3,1551622,0.03304406,-1.4809066
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0368,R1,247533.4667,0.005250433,-2.279804896
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0368,R2,259008.8667,0.005384224,-2.268876914
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0368,R3,231696.6533,0.004889325,-2.310751088
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0751,R1,267738.8667,0.005349334,-2.271700317
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0751,R2,276817.2933,0.005784538,-2.237731349
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0751,R3,247376.3333,0.00523909,-2.280744115
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0812,R1,219175.5333,0.004480285,-2.348694351
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0812,R2,280398.0667,0.005940663,-2.226165063
Q88KR0,Q88KR0_PSEPK,Mrpab,K(+)/H(+) antiporter subunit A/B,PP_0812,R3,267602,0.005698976,-2.244203173
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0368,R1,1417997.9,0.030077156,-1.521763232
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0368,R2,1603333.333,0.033329767,-1.477167724
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0368,R3,1793333.333,0.037843402,-1.422009828
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0751,R1,1569701.333,0.031362111,-1.503594711
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0751,R2,1645924.313,0.034394206,-1.463514706
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0751,R3,1816666.667,0.0384745,-1.414827016
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0812,R1,1122780.6,0.022951363,-1.639191523
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0812,R2,566768.7333,0.012007865,-1.920534194
Q88KS2,Q88KS2_PSEPK,Pp_2217,Enoyl-CoA hydratase,PP_0812,R3,1838877,0.039161575,-1.407139848
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0368,R1,603249.5667,0.012795528,-1.892941801
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0368,R2,1793860.667,0.03729041,-1.428402838
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0368,R3,2520000,0.053177717,-1.274270308
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0751,R1,1308712.6,0.026147643,-1.582567454
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0751,R2,1910518.333,0.039923319,-1.398773357
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0751,R3,1732227,0.036686184,-1.43549746
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0812,R1,1414622.6,0.028917062,-1.538845831
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0812,R2,135883.0667,0.002878891,-2.540774738
Q88KS4,Q88KS4_PSEPK,Pp_2215,Acetyl-CoA acetyltransferase,PP_0812,R3,534358.5,0.011379946,-1.943859806
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0368,R1,13993.7,0.00029682,-3.527506261
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0368,R2,160547.5333,0.003337429,-2.476587908
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0368,R3,141760.9867,0.002991478,-2.524114122
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0751,R1,17522.8,0.0003501,-3.455808234
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0751,R2,128692.2933,0.00268923,-2.570372027
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0751,R3,89528,0.00189608,-2.722143381
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0812,R2,25153.1,0.000532907,-3.273348561
Q88KS5,Q88KS5_PSEPK,Fadba,3-hydroxyacyl-CoA dehydrogenase type-2,PP_0812,R3,11231.5,0.000239191,-3.621254767
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0368,R1,13993.7,0.00029682,-3.527506261
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0368,R2,660310.6667,0.013726404,-1.862443232
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0368,R3,454654.66,0.009594245,-2.017989202
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0751,R1,422537.6,0.008442161,-2.073546377
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0751,R2,652933.98,0.013644094,-1.865055296
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0751,R3,1137893,0.024099008,-1.618000837
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0812,R1,392655.2667,0.008026478,-2.095474996
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0812,R2,412825.7,0.008746346,-2.058173352
Q88KT0,PHNW_PSEPK,Phnw,2-aminoethylphosphonate--pyruvate transaminase,PP_0812,R3,1403755,0.029895016,-1.524401212
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0368,R1,18658.26667,0.000395761,-3.402567524
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0368,R2,73743.96667,0.001532975,-2.814465051
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0368,R3,266422.66,0.005622123,-2.250099689
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0751,R1,937726,0.018735454,-1.72733578
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0751,R2,1215219.667,0.025393948,-1.595269777
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0751,R3,1170188.667,0.024782986,-1.605846376
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0812,R1,310344.1333,0.006343912,-2.197642883
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0812,R2,33537.46667,0.000710543,-3.148409824
Q88KT1,PHNX_PSEPK,Phnx,Phosphonoacetaldehyde hydrolase,PP_0812,R3,359308.3333,0.007651996,-2.116225239
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0368,R1,665796.1333,0.014122203,-1.850097551
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0368,R2,1456451.767,0.030276423,-1.518895439
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0368,R3,1566813.66,0.033063323,-1.4806535
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0751,R1,260599.1667,0.005206685,-2.283438715
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0751,R2,830470.98,0.017354012,-1.760600106
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0751,R3,916142.8333,0.019402644,-1.712139075
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0812,R1,634455.7333,0.012969251,-1.887085096
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0812,R2,1357462.067,0.028759917,-1.541212376
Q88KV0,Q88KV0_PSEPK,Pp_2189,DUF883 domain-containing protein,PP_0812,R3,1358650.833,0.028934457,-1.538584669
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0368,R1,365416.4667,0.007750849,-2.110650706
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0368,R2,227420.9667,0.004727581,-2.325361044
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0368,R3,288641.98,0.006091001,-2.215311354
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0751,R1,421281.2,0.008417058,-2.074839659
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0751,R2,257939.96,0.005390066,-2.268405939
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0751,R3,166922,0.003535178,-2.451588684
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0812,R1,187984.1333,0.003842685,-2.415365228
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0812,R2,33537.46667,0.000710543,-3.148409824
Q88KV2,Q88KV2_PSEPK,Pp_2187,Universal stress protein family,PP_0812,R3,151655.1667,0.003229719,-2.490835318
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0368,R1,340342.2667,0.007219,-2.141522933
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0368,R2,573886.6333,0.011929838,-1.923365436
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0368,R3,727737.32,0.015356909,-1.813696202
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0751,R1,771908.5333,0.015422476,-1.811845896
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0751,R2,828874.98,0.017320661,-1.761435536
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0751,R3,867978.8333,0.018382597,-1.735593129
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0812,R1,496622.1333,0.01015172,-1.993460351
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0812,R2,512692.4,0.010862175,-1.964083198
Q88KV7,Q88KV7_PSEPK,Pp_2182,ProQ/FinO domain-containing protein,PP_0812,R3,88206.66667,0.00187849,-2.726191118
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0368,R1,356690.4667,0.007565762,-2.121147318
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0368,R2,513500.8667,0.010674551,-1.971650364
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0368,R3,393283.3133,0.00829917,-2.080965329
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0751,R1,645480,0.012896476,-1.889528948
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0751,R2,820801.4333,0.017151951,-1.765686461
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0751,R3,806512.6667,0.017080828,-1.767491071
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0812,R1,37789.06667,0.000772467,-3.112120257
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0812,R2,33537.46667,0.000710543,-3.148409824
Q88KX0,DUSA_PSEPK,Dusa,tRNA-dihydrouridine(20/20a) synthase,PP_0812,R3,430567.3333,0.009169561,-2.037651451
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0368,R1,2907997.9,0.061681549,-1.209844731
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0368,R2,3286799.1,0.068325311,-1.165418386
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0368,R3,3066649.993,0.064713272,-1.189006638
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0751,R1,3255882.333,0.065051447,-1.186743037
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0751,R2,3125919.333,0.065321056,-1.1849468
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0751,R3,3450546.167,0.073077819,-1.136214421
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0812,R1,3102780.6,0.063425609,-1.197735355
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0812,R2,3781717.7,0.080121492,-1.096250972
Q88KX1,TAL_PSEPK,Tal,Transaldolase,PP_0812,R3,3153743.833,0.067163588,-1.172866114
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0368,R1,816671.1333,0.017322413,-1.761391615
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0368,R2,1066931.533,0.022179155,-1.654054994
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0368,R3,1286649.993,0.027151234,-1.566210427
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0751,R1,402572.5333,0.008043265,-2.094567598
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0751,R2,584748.2933,0.012219246,-1.912955604
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0751,R3,1324191.667,0.028044557,-1.552151413
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0812,R1,918894.5333,0.018783618,-1.726220755
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0812,R2,781777.4,0.016563154,-1.780856967
Q88KX6,Q88KX6_PSEPK,Vacj,VacJ lipoprotein,PP_0812,R3,1240821,0.026425098,-1.577983393
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0368,R1,517533.2333,0.010977398,-1.959500577
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0368,R2,193784.7667,0.004028358,-2.394871911
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0368,R3,29776.85333,0.000628359,-3.201792047
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0751,R1,847303.5667,0.016928844,-1.771372704
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0751,R2,28600.26,0.000597648,-3.223554586
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0751,R3,221487.3667,0.004690798,-2.328753304
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0812,R2,25153.1,0.000532907,-3.273348561
Q88KX9,QUEF_PSEPK,Quef,NADPH-dependent 7-cyano-7-deazaguanine reductase,PP_0812,R3,172207.1667,0.003667403,-2.435641307
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0368,R1,77259.46667,0.001638751,-2.785487114
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0368,R2,125940.8667,0.002618033,-2.582024868
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0368,R3,122053.9867,0.002575616,-2.58911888
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0751,R1,104516.5333,0.002088206,-2.680226742
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0751,R2,292903.3133,0.006120681,-2.213200282
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0751,R3,229879.5,0.004868531,-2.312602019
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0812,R1,114950.8667,0.002349773,-2.628974173
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0812,R2,25153.1,0.000532907,-3.273348561
Q88KY3,Q88KY3_PSEPK,Lole,"Lipoprotein releasing system, permease protein",PP_0812,R3,396910.5,0.00845279,-2.07299994
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0368,R1,245277.8,0.005202588,-2.283780578
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0368,R2,539993.6667,0.011225278,-1.949802879
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0368,R3,540974.6667,0.011415793,-1.942493921
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0751,R1,290090.2,0.005795906,-2.236878681
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0751,R2,419788.6667,0.008772152,-2.056893857
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0751,R3,332350.1667,0.007038719,-2.152506362
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0812,R1,269584.1333,0.005510714,-2.258792095
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0812,R2,339122.7,0.007184835,-2.143583217
Q88KY4,LOLD_PSEPK,Lold,Lipoprotein-releasing system ATP-binding protein LolD,PP_0812,R3,636239,0.01354964,-1.868072242
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0368,R1,1204486,0.025548355,-1.592637063
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0368,R2,1581581.667,0.032877598,-1.483099923
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0368,R3,1477567.667,0.03118003,-1.50612347
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0751,R1,1335797.667,0.026688794,-1.573671058
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0751,R2,1222966.667,0.025555834,-1.592509947
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0751,R3,1307907.667,0.027699684,-1.557525178
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0812,R1,306176.8,0.006258725,-2.203514143
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0812,R2,1428384.367,0.030262514,-1.51909499
Q88KY7,Q88KY7_PSEPK,Ugpq,Glycerophosphoryl diester phosphodiesterase,PP_0812,R3,1646548.667,0.035065662,-1.455117957
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0368,R1,4413333.333,0.093611221,-1.02867209
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0368,R2,4276666.667,0.088902476,-1.051086144
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0368,R3,4063333.333,0.085745552,-1.066788398
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0751,R1,3916666.667,0.078253699,-1.106495126
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0751,R2,4686666.667,0.097935354,-1.009060501
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0751,R3,4020000,0.085138068,-1.06987621
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0812,R1,2296378.667,0.046941513,-1.328442919
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0812,R2,2428582,0.051453236,-1.288587306
Q88KY8,STHA_PSEPK,Stha,Soluble pyridine nucleotide transhydrogenase,PP_0812,R3,2680000,0.05707452,-1.243557734
