Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_2664,R2,211749.6667,0.020322876,-1.692014825
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_2664,R3,200531.6667,0.019470652,-1.710619499
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_2665,R1,224405.0,0.023435204,-1.630131261
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_2665,R2,183159.0,0.018588645,-1.730752265
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_2665,R3,218096.0,0.022289946,-1.65189098
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_2680,R1,199757.6667,0.019477786,-1.710460421
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_2680,R2,198365.0,0.019063697,-1.719792878
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_2680,R3,195115.6667,0.018234291,-1.739111116
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_3379,R1,95726.0,0.009447369,-2.024689142
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_3379,R2,218635.6667,0.020419815,-1.689948192
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_3379,R3,209169.6667,0.019110944,-1.718717859
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_3416,R1,152310.0333,0.015371359,-1.81328774
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_3416,R2,218301.0,0.021592175,-1.665703601
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_3416,R3,82773.66667,0.008421971,-2.074586247
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_5313,R1,167386.6667,0.016635281,-1.778969854
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_5313,R2,203808.6667,0.020228378,-1.694038931
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_5313,R3,220133.3333,0.021736545,-1.662809486
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0815_NT,R1,175651.3333,0.016627698,-1.779167883
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0815_NT,R2,133092.96,0.012761382,-1.894102288
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0815_NT,R3,212469.0,0.021373529,-1.670123757
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0815_Target,R1,286483.6667,0.02918128,-1.534895663
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0815_Target,R2,252868.6667,0.025659938,-1.590744405
PP_1616,Q88MF5_PSEPK,Frma,alcohol dehydrogenase,PP_0815_Target,R3,269648.3333,0.028519105,-1.544864104
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0378,R1,1572567.667,0.146340743,-0.834634745
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0378,R2,1483333.333,0.158462517,-0.800073449
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0378,R3,1365528.0,0.142135563,-0.847297246
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0379,R1,1392510.0,0.120427613,-0.919273922
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0379,R2,1176666.667,0.116502309,-0.933665467
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0379,R3,1298515.333,0.121278127,-0.916217518
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0977_1,R1,1301124.667,0.122051951,-0.913455276
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0977_1,R2,1195231.333,0.110800958,-0.955456485
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0977_1,R3,1165860.533,0.109096495,-0.962189202
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0977_2,R1,1279035.967,0.112913829,-0.947252865
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0977_2,R2,1228366.267,0.110496833,-0.956650168
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0977_2,R3,1227394.267,0.111290203,-0.953543065
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0977_3,R1,1324655.0,0.130774796,-0.883475948
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0977_3,R2,1466666.667,0.165066582,-0.782340842
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0977_3,R3,1336482.667,0.136040582,-0.866331517
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0986,R1,1291435.0,0.161332045,-0.792279361
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0986,R2,1262980.667,0.154295992,-0.811645356
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0986,R3,1377111.333,0.149492908,-0.825379409
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1018,R1,1350416.567,0.133743917,-0.873725961
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1018,R2,1268609.3,0.116207726,-0.934764996
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1018,R3,1240762.0,0.115046755,-0.939125626
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1593,R1,1647397.333,0.167310455,-0.77647692
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1593,R2,1460000.0,0.104240196,-0.981964783
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1593,R3,1639045.333,0.159334098,-0.797691274
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1638_1,R1,1326731.0,0.126608753,-0.897536269
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1638_1,R2,1298874.59,0.119008494,-0.924422041
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1638_1,R3,1311496.767,0.12517244,-0.902491283
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1638_2,R1,1069482.633,0.10002972,-0.999870945
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1638_2,R2,1139290.543,0.110714665,-0.955794851
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1638_2,R3,1088153.667,0.105890802,-0.97514176
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1638_3,R1,1193958.933,0.08071166,-1.093063721
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1638_3,R2,1363498.5,0.12907075,-0.889172167
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1638_3,R3,1389070.667,0.129988012,-0.886096698
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1982,R1,1569682.333,0.152596161,-0.816456392
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1982,R2,1450000.0,0.158737388,-0.79932077
PP_1612,ENO_PSEPK,Eno,Enolase,PP_1982,R3,1558098.667,0.1509369,-0.821204573
PP_1612,ENO_PSEPK,Eno,Enolase,PP_2664,R1,1438920.333,0.149993711,-0.823926949
PP_1612,ENO_PSEPK,Eno,Enolase,PP_2664,R2,1369695.2,0.131457804,-0.881213626
PP_1612,ENO_PSEPK,Eno,Enolase,PP_2664,R3,1449837.667,0.140772206,-0.851483083
PP_1612,ENO_PSEPK,Eno,Enolase,PP_2665,R1,1482228.667,0.154793036,-0.810248582
PP_1612,ENO_PSEPK,Eno,Enolase,PP_2665,R2,1475587.467,0.149756068,-0.824615571
PP_1612,ENO_PSEPK,Eno,Enolase,PP_2665,R3,1547845.0,0.158193556,-0.800811212
PP_1612,ENO_PSEPK,Eno,Enolase,PP_2680,R1,1353837.667,0.132008749,-0.879397284
PP_1612,ENO_PSEPK,Eno,Enolase,PP_2680,R2,1564197.233,0.150325822,-0.822966411
PP_1612,ENO_PSEPK,Eno,Enolase,PP_2680,R3,1490640.333,0.139305932,-0.85603039
PP_1612,ENO_PSEPK,Eno,Enolase,PP_3379,R1,1425565.333,0.140691569,-0.851731928
PP_1612,ENO_PSEPK,Eno,Enolase,PP_3379,R2,1450759.66,0.135495935,-0.868073732
PP_1612,ENO_PSEPK,Eno,Enolase,PP_3379,R3,1651544.667,0.150894622,-0.82132624
PP_1612,ENO_PSEPK,Eno,Enolase,PP_3416,R1,1291954.0,0.130385951,-0.884769202
PP_1612,ENO_PSEPK,Eno,Enolase,PP_3416,R2,1445727.833,0.142997095,-0.844672784
PP_1612,ENO_PSEPK,Eno,Enolase,PP_3416,R3,1425241.633,0.145014043,-0.83858994
PP_1612,ENO_PSEPK,Eno,Enolase,PP_5313,R1,1491838.667,0.148262441,-0.828968855
PP_1612,ENO_PSEPK,Eno,Enolase,PP_5313,R2,1414060.533,0.140348063,-0.852793578
PP_1612,ENO_PSEPK,Eno,Enolase,PP_5313,R3,1468813.0,0.145034463,-0.838528788
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0815_NT,R1,1516410.0,0.143548053,-0.843002694
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0815_NT,R2,1505770.6,0.14437814,-0.840498558
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0815_NT,R3,1472168.0,0.148094197,-0.829461957
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0815_Target,R1,994096.4333,0.101258849,-0.994567014
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0815_Target,R2,912588.4067,0.092605232,-1.033364476
PP_1612,ENO_PSEPK,Eno,Enolase,PP_0815_Target,R3,1017867.367,0.107653796,-0.967970654
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0378,R1,225197.3333,0.02095652,-1.678680844
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0378,R2,0.0,1e-05,-5.0
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0378,R3,17426.83333,0.00181393,-2.741379378
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0379,R1,211966.0,0.018331329,-1.73680604
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0379,R2,0.0,1e-05,-5.0
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0379,R3,0.0,1e-05,-5.0
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0977_1,R1,175241.6667,0.016438538,-1.784136811
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0977_1,R2,257013.6667,0.023825815,-1.622952238
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0977_1,R3,175443.0,0.016417244,-1.784699758
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0977_2,R1,229202.3333,0.020234078,-1.693916587
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0977_2,R2,69765.58,0.006275714,-2.20233684
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0977_2,R3,75779.5,0.006871073,-2.16297542
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0977_3,R1,144016.3333,0.01421782,-1.847166982
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0977_3,R2,0.0,1e-05,-5.0
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0977_3,R3,175983.6667,0.017913379,-1.746822486
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0986,R1,0.0,1e-05,-5.0
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0986,R2,0.0,1e-05,-5.0
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0986,R3,145661.0,0.015812292,-1.801005175
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1018,R1,160038.0,0.015850005,-1.799970603
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1018,R2,140137.9167,0.012836977,-1.89153723
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1018,R3,177546.6667,0.016462599,-1.783501587
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1593,R1,135048.0,0.013715539,-1.862787122
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1593,R2,0.0,1e-05,-5.0
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1593,R3,145681.3333,0.014161905,-1.848878331
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1638_1,R1,222831.0,0.021264563,-1.672343537
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1638_1,R2,150974.29,0.013832916,-1.859086266
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1638_1,R3,201894.0,0.019269254,-1.715135094
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1638_2,R1,222327.3333,0.020794485,-1.682051823
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1638_2,R2,166743.0,0.016203852,-1.790381733
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1638_2,R3,150067.3333,0.014603407,-1.835545825
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1638_3,R1,10010.8,0.00067673,-3.169584326
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1638_3,R2,34644.0,0.003279451,-2.484198802
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1638_3,R3,158886.1833,0.014868429,-1.827734906
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1982,R1,208500.3333,0.020269293,-1.693161409
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1982,R2,0.0,1e-05,-5.0
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_1982,R3,201084.3333,0.01947954,-1.710421293
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_2664,R1,96607.1,0.010070368,-1.996954653
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_2664,R2,174195.0167,0.016718533,-1.776801834
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_2664,R3,208090.0,0.02020453,-1.694551252
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_2665,R1,157245.3333,0.016421543,-1.784586025
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_2665,R2,196217.3333,0.019913924,-1.70084316
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_2665,R3,214990.6667,0.021972574,-1.658119074
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_2680,R1,99430.64,0.009695191,-2.013443642
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_2680,R2,185833.6667,0.017859384,-1.748133529
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_2680,R3,123217.9667,0.011515181,-1.93872922
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_3379,R1,80619.33333,0.007956465,-2.099279851
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_3379,R2,224017.3333,0.020922444,-1.67938758
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_3379,R3,130748.47,0.011945932,-1.922779948
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_3416,R1,156749.8333,0.01581943,-1.800809165
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_3416,R2,202288.3333,0.020008361,-1.69878849
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_3416,R3,57857.3,0.005886806,-2.230120278
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_5313,R1,203611.3333,0.020235374,-1.693888767
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_5313,R2,215400.0,0.021378839,-1.67001588
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_5313,R3,170472.0,0.016832854,-1.773842239
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0815_NT,R1,186105.0,0.017617274,-1.754061292
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0815_NT,R2,211102.3333,0.020241172,-1.693764338
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0815_NT,R3,237927.0,0.023934502,-1.620975602
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0815_Target,R1,211344.6667,0.021527607,-1.667004237
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0815_Target,R2,237409.0,0.024091162,-1.618142245
PP_1611,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,PP_0815_Target,R3,200495.0,0.021205167,-1.673558298
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0378,R1,1085895.0,0.101051728,-0.995456254
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0378,R2,926887.3333,0.099018135,-1.004285258
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0378,R3,1095671.333,0.114046626,-0.942917557
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0379,R1,1002463.333,0.086695439,-1.062003748
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0379,R2,1011173.667,0.100116771,-0.999493166
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0379,R3,888195.0,0.082955221,-1.081156277
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0977_1,R1,956174.3333,0.089693897,-1.047237104
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0977_1,R2,975755.3333,0.090454979,-1.043567521
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0977_1,R3,937185.0,0.087697967,-1.057010474
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0977_2,R1,869585.0,0.076767327,-1.114823582
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0977_2,R2,873835.0,0.07860522,-1.104548614
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0977_2,R3,963580.6667,0.087369716,-1.058639078
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0977_3,R1,1124708.0,0.111035296,-0.954538947
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0977_3,R2,903106.3333,0.101640461,-0.992933376
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0977_3,R3,1154807.0,0.117547815,-0.92978544
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0986,R1,874725.3333,0.109274742,-0.961480209
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0986,R2,878699.6667,0.107349099,-0.969201597
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0986,R3,958249.0,0.104023129,-0.982870087
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1018,R1,1125207.0,0.111439385,-0.952961293
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1018,R2,1001937.667,0.09177995,-1.037252183
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1018,R3,1032428.333,0.095729503,-1.018954196
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1593,R1,953705.3333,0.096858766,-1.013861067
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1593,R2,709156.3333,0.050631914,-1.295575653
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1593,R3,955196.6667,0.092856126,-1.032189441
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1638_1,R1,998081.3333,0.095246009,-1.021153213
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1638_1,R2,1028955.0,0.094277297,-1.02559288
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1638_1,R3,1097600.0,0.104757612,-0.979814408
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1638_2,R1,980530.3333,0.091709928,-1.037583649
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1638_2,R2,997852.0,0.096969864,-1.013363212
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1638_2,R3,1041763.0,0.101376417,-0.994063062
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1638_3,R1,744206.6,0.050308389,-1.298359593
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1638_3,R2,887670.0,0.084028132,-1.075575289
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1638_3,R3,976221.6667,0.091353965,-1.039272596
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1982,R1,921510.3333,0.089584329,-1.047767953
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1982,R2,1158713.0,0.126849017,-0.896712893
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_1982,R3,1007574.0,0.097606204,-1.010522577
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_2664,R1,1072786.0,0.111827702,-0.951450601
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_2664,R2,1016760.333,0.097584543,-1.010618965
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_2664,R3,1002572.667,0.097344944,-1.011686602
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_2665,R1,1075565.667,0.11232415,-0.94952686
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_2665,R2,1035379.667,0.105079767,-0.978480897
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_2665,R3,960762.6667,0.098192301,-1.007922561
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_2680,R1,964588.6667,0.094054218,-1.026621722
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_2680,R2,1034708.333,0.09943975,-1.002439978
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_2680,R3,984928.6667,0.092045279,-1.03599848
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_3379,R1,1030904.333,0.101741775,-0.992500689
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_3379,R2,863184.0,0.080618401,-1.093565822
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_3379,R3,925001.0,0.084513413,-1.073074361
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_3416,R1,987404.6667,0.099650372,-1.001521077
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_3416,R2,989211.6667,0.097843032,-1.009470096
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_3416,R3,945171.6667,0.09616837,-1.016967746
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_5313,R1,1036252.667,0.102985231,-0.987225053
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_5313,R2,1042803.0,0.103500082,-0.985059307
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_5313,R3,1014987.0,0.100222489,-0.999034816
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0815_NT,R1,1084261.333,0.102639526,-0.988685363
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0815_NT,R2,1009582.667,0.096802041,-1.014115486
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0815_NT,R3,1104323.667,0.111090533,-0.954322951
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0815_Target,R1,943245.3333,0.096079146,-1.017370864
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0815_Target,R2,964315.0,0.097854206,-1.009420501
PP_1610,PYRG_PSEPK,Pyrg,CTP synthase,PP_0815_Target,R3,920662.6667,0.097373031,-1.011561312
PP_1607,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0378,R1,386160.3333,0.03593549,-1.444476427
PP_1607,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0378,R2,197192.0,0.021065758,-1.676422914
PP_1607,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0378,R3,259366.3333,0.026997015,-1.568684254
PP_1607,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0379,R1,514206.0,0.044469771,-1.351935104
PP_1607,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0379,R2,126434.0,0.012518289,-1.902455039
PP_1607,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0379,R3,178512.6667,0.016672642,-1.777995563
PP_1607,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0977_1,R1,523697.3333,0.049125409,-1.308693823
PP_1607,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0977_1,R2,537192.6667,0.049799114,-1.30277838
PP_1607,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0977_1,R3,382848.4533,0.035825404,-1.445808906
PP_1607,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0977_2,R1,530583.3333,0.046840118,-1.329382018
PP_1607,ACCA_PSEPK,Acca,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,PP_0977_2,R2,499520.3333,0.044934004,-1.347424878
