,pp,Entry_x,Reviewed,Entry Name,Protein names,Gene Names,Gene Ontology (molecular function),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (biological process),New_tag,Preferred_name,Nickname,Description,COG,GOs,EC,KEGG_ko,KEGG_Reaction,pref_first3,in_gsm,gsm_rxns,gsm_subsystems,num_rxns,num_subsystems,subsystem1,retap_target,isoprenol_mean,dCas9_expr,pass_dbtl0_filter,target_control_ratio,pass_dbtl3
41,PP_1506,P0A136,reviewed,KAD_PSEPK,Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase),adk PP_1506,adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524],cytoplasm [GO:0005737]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; AMP salvage [GO:0044209]; phosphorylation [GO:0016310],GO:0004017; GO:0005524; GO:0005737; GO:0016310; GO:0044209,cytoplasm [GO:0005737],AMP salvage [GO:0044209]; phosphorylation [GO:0016310],PP_RS07760,adk,adk,Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism,F,"GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0004017,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006172,GO:0006412,GO:0006518,GO:0006629,GO:0006644,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009059,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009133,GO:0009135,GO:0009136,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009179,GO:0009180,GO:0009185,GO:0009188,GO:0009259,GO:0009260,GO:0009987,GO:0010467,GO:0015949,GO:0015950,GO:0015951,GO:0016070,GO:0016208,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017076,GO:0018130,GO:0019205,GO:0019438,GO:0019538,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046390,GO:0046483,GO:0046872,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090304,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",2.7.4.3,ko:K00939,"R00127,R01547,R11319",adk,True,"['ADK4', 'NDPK2', 'ADK3', 'DADK', 'NDPK8', 'NDPK5', 'NDPK7', 'NDPK4', 'NDPK1', 'ADNK1', 'ADK1', 'NDPK6', 'NDPK3']","['S_Purine_Metabolism', 'S_Pyrimidine_Metabolism']",13,2,S_Purine_Metabolism,True,233.57514,0.0589629767256781,True,0.631901388761316,True
42,PP_1607,Q88MG4,reviewed,ACCA_PSEPK,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15),accA PP_1607,acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743],acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295],GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295,acetyl-CoA carboxylase complex [GO:0009317],fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295],PP_RS08290,accA,accA,"Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA",I,"GO:0001676,GO:0003674,GO:0003824,GO:0003989,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009317,GO:0009329,GO:0009987,GO:0016053,GO:0016421,GO:0016874,GO:0016885,GO:0019752,GO:0032787,GO:0032991,GO:0042759,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0072330,GO:1901576,GO:1902494,GO:1990234","2.1.3.15,6.4.1.2",ko:K01962,"R00742,R04386",acc,True,['ACCOAC'],['S_Fatty_Acid__Biosynthesis'],1,1,S_Fatty_Acid__Biosynthesis,False,239.51764333333333,0.0267948697423693,True,0.8744685851396917,False
43,PP_1610,Q88MG1,reviewed,PYRG_PSEPK,CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase),pyrG PP_1610,ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; metal ion binding [GO:0046872],ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; metal ion binding [GO:0046872]; 'de novo' CTP biosynthetic process [GO:0044210]; glutamine metabolic process [GO:0006541],GO:0003883; GO:0004359; GO:0005524; GO:0006541; GO:0044210; GO:0046872,,'de novo' CTP biosynthetic process [GO:0044210]; glutamine metabolic process [GO:0006541],PP_RS08300,pyrG,pyrG,Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates,F,"GO:0003674,GO:0003824,GO:0003883,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006213,GO:0006220,GO:0006221,GO:0006241,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009208,GO:0009209,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046036,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",6.3.4.2,ko:K01937,"R00571,R00573",pyr,True,"['CTPS2', 'CTPS1']",['S_Pyrimidine_Metabolism'],2,1,S_Pyrimidine_Metabolism,True,42.30915666666667,0.0549875079781729,False,0.6443326328779684,False
44,PP_1620,Q88MF1,reviewed,SURE_PSEPK,5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase),surE PP_1620,metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; XMP 5'-nucleosidase activity [GO:0106411],cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; XMP 5'-nucleosidase activity [GO:0106411],GO:0000166; GO:0005737; GO:0046872; GO:0106411,cytoplasm [GO:0005737],,PP_RS08350,surE,surE,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,F,"GO:0003674,GO:0003824,GO:0004309,GO:0005488,GO:0005515,GO:0006139,GO:0006213,GO:0006220,GO:0006244,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008252,GO:0008253,GO:0008254,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009129,GO:0009131,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009173,GO:0009175,GO:0009218,GO:0009222,GO:0009259,GO:0009261,GO:0009987,GO:0016311,GO:0016462,GO:0016787,GO:0016788,GO:0016791,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0030145,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0034656,GO:0042454,GO:0042578,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0046049,GO:0046050,GO:0046131,GO:0046133,GO:0046135,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0046914,GO:0055086,GO:0071704,GO:0072527,GO:0072529,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901657,GO:1901658",3.1.3.5,ko:K03787,"R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346",sur,True,"['NTD9', 'NTD10', 'NTD2', 'NTD11', 'NTD3', 'NTD12', 'NTD4', 'PPA', 'NTD5', 'NTD6', 'NTD1', 'NTD7', 'NTD8']","['S_Inorganic_polyphosphates_metabolism', 'S_Purine_Metabolism', 'S_Pyrimidine_Metabolism']",13,3,S_Inorganic_polyphosphates_metabolism,True,86.72868333333334,1.112231306311298,True,0.016196474208492,False
45,PP_1664,Q88MB0,unreviewed,Q88MB0_PSEPK,Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART),purN PP_1664,phosphoribosylglycinamide formyltransferase activity [GO:0004644],phosphoribosylglycinamide formyltransferase activity [GO:0004644]; 'de novo' IMP biosynthetic process [GO:0006189],GO:0004644; GO:0006189,,'de novo' IMP biosynthetic process [GO:0006189],PP_RS08570,purN,purN,"Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate",F,"GO:0003674,GO:0003824,GO:0004644,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016740,GO:0016741,GO:0016742,GO:0033554,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716",2.1.2.2,ko:K11175,"R04325,R04326",pur,True,['GARFT'],['S_Purine_Metabolism'],1,1,S_Purine_Metabolism,True,166.02749,0.0596142612901742,False,2.0500641055131936,False
46,PP_1755,Q88M20,reviewed,FUMC_PSEPK,Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),fumC fumC-2 PP_1755,fumarate hydratase activity [GO:0004333],tricarboxylic acid cycle enzyme complex [GO:0045239]; fumarate hydratase activity [GO:0004333]; fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099],GO:0004333; GO:0006099; GO:0006106; GO:0045239,tricarboxylic acid cycle enzyme complex [GO:0045239],fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099],PP_RS09020,fumC,fumC-II,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,C,-,4.2.1.2,ko:K01679,R01082,fum,True,['FUM'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,False,114.75911333333332,0.7727787247821348,True,0.0499608585752534,False
47,PP_1769,Q88M06,unreviewed,Q88M06_PSEPK,Bifunctional chorismate mutase/prephenate dehydratase (EC 4.2.1.51) (EC 5.4.99.5) (Chorismate mutase-prephenate dehydratase) (p-protein),pheA PP_1769,chorismate mutase activity [GO:0004106]; prephenate dehydratase activity [GO:0004664],cytoplasm [GO:0005737]; chorismate mutase activity [GO:0004106]; prephenate dehydratase activity [GO:0004664]; chorismate metabolic process [GO:0046417]; L-phenylalanine biosynthetic process [GO:0009094],GO:0004106; GO:0004664; GO:0005737; GO:0009094; GO:0046417,cytoplasm [GO:0005737],chorismate metabolic process [GO:0046417]; L-phenylalanine biosynthetic process [GO:0009094],PP_RS09090,pheA,pheA,Prephenate dehydratase,E,-,"4.2.1.51,5.4.99.5",ko:K14170,"R00691,R01373,R01715",phe,True,"['CHORM', 'PPNDH', 'AROH']",['S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis'],3,1,S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis,True,275.54827,0.043585199457826,True,0.8214991176195712,True
48,PP_1770,Q88M05,unreviewed,Q88M05_PSEPK,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS),aroA PP_1770,3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; NAD+ binding [GO:0070403]; prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665],cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; NAD+ binding [GO:0070403]; prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665]; chorismate biosynthetic process [GO:0009423]; tyrosine biosynthetic process [GO:0006571],GO:0003866; GO:0004665; GO:0005737; GO:0006571; GO:0008977; GO:0009423; GO:0070403,cytoplasm [GO:0005737],chorismate biosynthetic process [GO:0009423]; tyrosine biosynthetic process [GO:0006571],PP_RS09095,aroA,aroA ,Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate,E,-,"1.3.1.12,1.3.1.43,2.5.1.19","ko:K00210,ko:K00220,ko:K00800","R00732,R01728,R03460",aro,True,"['PSCVT_copy2', 'PSCVT_copy1', 'PPND']",['S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis'],3,1,S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis,True,252.55455333333336,0.0399871803535435,False,0.9268651405703686,False
49,PP_1777,Q88LZ9,unreviewed,Q88LZ9_PSEPK,Phosphomannomutase (EC 5.4.2.8),cpsG PP_1777,magnesium ion binding [GO:0000287]; phosphomannomutase activity [GO:0004615],magnesium ion binding [GO:0000287]; phosphomannomutase activity [GO:0004615]; carbohydrate metabolic process [GO:0005975],GO:0000287; GO:0004615; GO:0005975,,carbohydrate metabolic process [GO:0005975],PP_RS09130,xanA,cpsG,phosphoglucomutase phosphomannomutase alpha beta alpha domain I,G,-,"5.4.2.2,5.4.2.8","ko:K01840,ko:K15778","R00959,R01057,R01818,R08639",xan,True,"['PPM', 'PGMT', 'PMANM']","['S_Alginate_biosynthesis', 'S_Alternate_Carbon__Ribose_Metabolism', 'S_Starch_and_Sucrose_Metabolism']",3,3,S_Alginate_biosynthesis,False,0.01,0.5518856254387438,False,0.0123056910584716,False
50,PP_2095,Q88L40,reviewed,PYRD_PSEPK,Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase),pyrD PP_2095,dihydroorotate dehydrogenase (quinone) activity [GO:0106430],cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; dihydroorotate dehydrogenase (quinone) activity [GO:0106430]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205],GO:0005737; GO:0005886; GO:0006207; GO:0044205; GO:0106430,cytoplasm [GO:0005737]; plasma membrane [GO:0005886],'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205],PP_RS10875,pyrD,pyrD,Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor,F,"GO:0000166,GO:0003674,GO:0003824,GO:0004152,GO:0004158,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006206,GO:0006207,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0010181,GO:0016020,GO:0016491,GO:0016627,GO:0016634,GO:0016635,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0032553,GO:0034641,GO:0034654,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046390,GO:0046483,GO:0048037,GO:0050662,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",1.3.5.2,ko:K00254,R01868,pyr,True,"['DHORD2', 'DHORDfum']",['S_Pyrimidine_Metabolism'],2,1,S_Pyrimidine_Metabolism,True,131.8556033333333,0.0891066436780706,True,0.760608350376253,False
51,PP_2112,Q88L24,unreviewed,Q88L24_PSEPK,Aconitate hydratase (Aconitase) (EC 4.2.1.3),acnA-I PP_2112,"4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; citrate dehydratase activity [GO:0047780]; metal ion binding [GO:0046872]","4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; citrate dehydratase activity [GO:0047780]; metal ion binding [GO:0046872]; tricarboxylic acid cycle [GO:0006099]",GO:0003994; GO:0006099; GO:0046872; GO:0047780; GO:0051539,,tricarboxylic acid cycle [GO:0006099],PP_RS10965,acnA,acnA-I,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,C,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0003824,GO:0003994,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006081,GO:0006082,GO:0006091,GO:0006097,GO:0006099,GO:0006101,GO:0006629,GO:0006631,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009060,GO:0009061,GO:0009987,GO:0015980,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017144,GO:0019541,GO:0019679,GO:0019752,GO:0032787,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044262,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0046459,GO:0046487,GO:0046872,GO:0046914,GO:0047456,GO:0048037,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071704,GO:0072350,GO:0097159,GO:1901363","4.2.1.117,4.2.1.3","ko:K01681,ko:K20455","R01324,R01325,R01900,R11263",acn,True,"['ACONTb', 'ACONTa']",['S_TCA_Cycle'],2,1,S_TCA_Cycle,False,69.09985,1.1047591338301412,True,0.0573367717226277,False
52,PP_2136,Q88L02,reviewed,FADB_PSEPK,Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)],fadB PP_2136,3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; 3-hydroxybutyryl-CoA epimerase activity [GO:0008692]; delta(3)-delta(2)-enoyl-CoA isomerase activity [GO:0004165]; enoyl-CoA hydratase activity [GO:0004300]; NAD+ binding [GO:0070403],fatty acid beta-oxidation multienzyme complex [GO:0036125]; 3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; 3-hydroxybutyryl-CoA epimerase activity [GO:0008692]; delta(3)-delta(2)-enoyl-CoA isomerase activity [GO:0004165]; enoyl-CoA hydratase activity [GO:0004300]; NAD+ binding [GO:0070403]; fatty acid beta-oxidation [GO:0006635],GO:0003857; GO:0004165; GO:0004300; GO:0006635; GO:0008692; GO:0036125; GO:0070403,fatty acid beta-oxidation multienzyme complex [GO:0036125],fatty acid beta-oxidation [GO:0006635],PP_RS11085,fadB,fadB,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,I,"GO:0003674,GO:0003824,GO:0003857,GO:0004165,GO:0004300,GO:0006082,GO:0006629,GO:0006631,GO:0006635,GO:0008150,GO:0008152,GO:0008692,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016854,GO:0016856,GO:0016860,GO:0016863,GO:0019395,GO:0019752,GO:0030258,GO:0032787,GO:0034440,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0046395,GO:0055114,GO:0071704,GO:0072329,GO:1901575","1.1.1.35,4.2.1.17,5.1.2.3,5.3.3.8","ko:K01782,ko:K01825","R01975,R03026,R03045,R03276,R04137,R04170,R04203,R04204,R04224,R04737,R04738,R04739,R04740,R04741,R04744,R04745,R04746,R04748,R04749,R04756,R05066,R05305,R06411,R06412,R06941,R06942,R07935,R07951,R08093,R08094",fad,True,"['ECOAH25', 'ECOAH16', 'HACD28i', 'ECOAH26', 'ECOAH4', 'ECOAH5', 'HACD1i', 'HACD29i', 'HACD20i', '3HPTNCOAR', 'CTECOAI7', 'ECOAH27', 'HACD8i', 'ECOAH6', 'ECOAH17', 'HACD2i', 'ECOAH28', 'ECOAH7', 'HBCE', 'HACD10i', 'ECOAH29', 'HACD30i', 'HACD21i', 'HACD11i', 'ECOAH3', 'HVCD', 'ECOAH18', 'ECOAH30', 'HACD31i', 'HACD13i', 'ECOAH8', 'HACD22i', 'HACD12i', 'HACD14i', 'HACD32i', '23CTI1', 'HACD23i', 'CTECOAI8', 'ECOAH31', 'ECOAH1', 'ECOAH19', 'HACD15i', 'HACD33i', 'ECOAH32', 'HACD24i', 'HACD16i', '23CTI2', 'ECOAH20', 'CTECOAI6', 'ECOAH33', 'ECOAH21', 'HACD3i', 'HACD25i', 'VECOAH', 'HACD17i', 'ECOAH15', 'ECOAH2', 'ECOAH34', 'HACD4i', 'ECOAH14', '23CTI3', 'ECOAH22', 'HACD18i', 'ECOAH35', 'HACD6i', 'HACD5i', 'ECOAH23', 'HACD26i', 'ECOAH36', 'ECOAH38', 'HACD19i', 'HACD27i', 'ECOAH24', 'ECOAH37', 'HACD7i']","['S_Fatty_Acid_Metabolism', 'S_Butanoate_Metabolism']",75,2,S_Fatty_Acid_Metabolism,False,234.13326666666669,0.7068176557476069,True,0.0361269445824425,True
53,PP_2137,Q88L01,reviewed,FADA_PSEPK,3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta),fadA PP_2137,acetyl-CoA C-acyltransferase activity [GO:0003988],cytoplasm [GO:0005737]; acetyl-CoA C-acyltransferase activity [GO:0003988]; fatty acid beta-oxidation [GO:0006635],GO:0003988; GO:0005737; GO:0006635,cytoplasm [GO:0005737],fatty acid beta-oxidation [GO:0006635],PP_RS11090,fadA,fadA ,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,I,"GO:0003674,GO:0003824,GO:0003988,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006629,GO:0006631,GO:0006635,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016408,GO:0016740,GO:0016746,GO:0016747,GO:0019395,GO:0019752,GO:0030258,GO:0032787,GO:0034440,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044424,GO:0044464,GO:0046395,GO:0055114,GO:0071704,GO:0072329,GO:1901575",2.3.1.16,ko:K00632,"R00829,R00927,R01177,R03778,R03858,R03991,R04546,R04742,R04747,R05506,R05586,R07891,R07895,R07899,R08091,R08095",fad,True,"['KAT23', 'KAT20', 'KAT13', 'KAT1', 'KAT16', 'KAT26', 'ACACT9', 'KAT32', 'KAT29', 'KAT15', 'VCACT', 'ACACT11', 'KAT31', 'KAT25', 'KAT17', 'ACACT8', 'KAT22', 'KAT18', 'KAT10', 'KAT24', 'ACACT10', 'KAT12', 'KAT30', 'KAT14', 'KAT28', 'KAT19', 'KAT27', 'ACACT8r', 'KAT21', 'ACACT13', 'ACACT12', 'KAT33', 'KAT11']",['S_Fatty_Acid_Metabolism'],33,1,S_Fatty_Acid_Metabolism,False,188.3646666666667,0.8106794542728085,True,0.0209417870337133,False
54,PP_2213,Q88KS6,unreviewed,Q88KS6_PSEPK,Acyl-CoA synthetase (EC 6.2.1.-),PP_2213,ligase activity [GO:0016874],ligase activity [GO:0016874],GO:0016874,,,PP_RS11475,acs-2,PP_2213,AMP-binding enzyme C-terminal domain,I,-,6.2.1.1,ko:K01895,"R00235,R00236,R00316,R00926,R01354",acs,True,"['FACOALP50t2pp', 'FACOAL181d11tpp', 'FACOAL180t2pp', 'FACOAL161t2pp', 'FACOAL160t2pp', 'FACOALP70t2pp', 'FACOAL181d6t2pp', 'FACOALP100t2pp', 'FACOAL100t2pp', 'FACOAL140t2pp', 'FACOAL120t2pp', 'FACOALP90t2pp', 'FACOAL90t2pp', 'FACOAL80t2pp', 'FACOAL70t2pp', 'FACOAL60t2pp', 'FACOAL50t2pp', 'FACOALP60t2pp', 'FACOAL182t2pp', 'FACOAL181t2pp', 'FACOALP80t2pp', 'FACOALT60t2pp', 'FACOAL141t2pp']",['S_Fatty_Acid_Metabolism'],23,1,S_Fatty_Acid_Metabolism,False,188.37735666666663,0.8193201113338535,True,0.0586197676690013,False
