Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88LE6,Q88LE6_PSEPK,Pp_1987,"Methlytransferase, UbiE/COQ5 family",BL_241101_PP_0812_15,35962.66667,0.005439227,-2.264462832
Q88LE7,LEUD_PSEPK,Leud,3-isopropylmalate dehydratase small subunit,BL_241101_PP_0812_15,360656,0.063630958,-1.19633154
Q88LE7,LEUD_PSEPK,Leud,3-isopropylmalate dehydratase small subunit,BL_241101_PP_0812_15,300570.7,0.055610253,-1.254845125
Q88LE7,LEUD_PSEPK,Leud,3-isopropylmalate dehydratase small subunit,BL_241101_PP_0812_15,251864,0.038093544,-1.419148624
Q88LE8,LEUC_PSEPK,Leuc,3-isopropylmalate dehydratase large subunit,BL_241101_PP_0812_15,393656.6667,0.069453304,-1.158307091
Q88LE8,LEUC_PSEPK,Leuc,3-isopropylmalate dehydratase large subunit,BL_241101_PP_0812_15,340166,0.062936,-1.201100865
Q88LE8,LEUC_PSEPK,Leuc,3-isopropylmalate dehydratase large subunit,BL_241101_PP_0812_15,366008.6667,0.055357523,-1.256823351
Q88LF1,Q88LF1_PSEPK,Ibpa,Small heat shock protein IbpA,BL_241101_PP_0812_15,787730.7333,0.13898025,-0.857046912
Q88LF1,Q88LF1_PSEPK,Ibpa,Small heat shock protein IbpA,BL_241101_PP_0812_15,771722.7,0.1427807,-0.845330493
Q88LF1,Q88LF1_PSEPK,Ibpa,Small heat shock protein IbpA,BL_241101_PP_0812_15,1085690.333,0.164206843,-0.784608749
Q88LF6,SYE_PSEPK,Gltx,Glutamate--tRNA ligase,BL_241101_PP_0812_15,215448,0.038011741,-1.420082235
Q88LF6,SYE_PSEPK,Gltx,Glutamate--tRNA ligase,BL_241101_PP_0812_15,253626.4067,0.046924829,-1.328597299
Q88LF6,SYE_PSEPK,Gltx,Glutamate--tRNA ligase,BL_241101_PP_0812_15,123519.3333,0.018681865,-1.728579781
Q88LF9,UVRB_PSEPK,Uvrb,UvrABC system protein B,BL_241101_PP_0812_15,119672.0667,0.021113882,-1.675431911
Q88LF9,UVRB_PSEPK,Uvrb,UvrABC system protein B,BL_241101_PP_0812_15,115385.2667,0.021348069,-1.67064141
Q88LF9,UVRB_PSEPK,Uvrb,UvrABC system protein B,BL_241101_PP_0812_15,19595.9,0.002963811,-2.528149505
Q88LG1,Q88LG1_PSEPK,Tyrb,Aminotransferase,BL_241101_PP_0812_15,492073.7667,0.086817147,-1.061394489
Q88LG1,Q88LG1_PSEPK,Tyrb,Aminotransferase,BL_241101_PP_0812_15,523819.2333,0.096914704,-1.013610328
Q88LG1,Q88LG1_PSEPK,Tyrb,Aminotransferase,BL_241101_PP_0812_15,301831,0.045650877,-1.340550877
Q88LG2,Q88LG2_PSEPK,Pp_1971,DUF1285 domain-containing protein,BL_241101_PP_0812_15,35275.6,0.006223715,-2.205950292
Q88LG2,Q88LG2_PSEPK,Pp_1971,DUF1285 domain-containing protein,BL_241101_PP_0812_15,40525.63333,0.007497872,-2.125061957
Q88LG2,Q88LG2_PSEPK,Pp_1971,DUF1285 domain-containing protein,BL_241101_PP_0812_15,13367.93333,0.002021853,-2.694250449
Q88LG5,Q88LG5_PSEPK,Pp_1968,TetR family transcriptional regulator,BL_241101_PP_0812_15,11272.13333,0.001988756,-2.701418584
Q88LG5,Q88LG5_PSEPK,Pp_1968,TetR family transcriptional regulator,BL_241101_PP_0812_15,11868.48,0.002195853,-2.658396666
Q88LG5,Q88LG5_PSEPK,Pp_1968,TetR family transcriptional regulator,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LH3,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88LH3,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88LH3,Q88LH3_PSEPK,Pp_1959,Uncharacterized protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,BL_241101_PP_0812_15,97794.63333,0.017254021,-1.763109679
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,BL_241101_PP_0812_15,76679.10667,0.014186827,-1.848114724
Q88LL4,Q88LL4_PSEPK,Fabf,3-oxoacyl-[acyl-carrier-protein] synthase 2,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,BL_241101_PP_0812_15,3020476,0.532906095,-0.273349312
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,BL_241101_PP_0812_15,1529817.5,0.283040027,-0.548152144
Q88LL5,ACP_PSEPK,Acpp,Acyl carrier protein,BL_241101_PP_0812_15,8407844.667,1.271656922,0.10436996
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,BL_241101_PP_0812_15,951073.3333,0.167798975,-0.775210697
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,BL_241101_PP_0812_15,937343,0.173423031,-0.760893228
Q88LL6,Q88LL6_PSEPK,Fabg,3-oxoacyl-[acyl-carrier-protein] reductase,BL_241101_PP_0812_15,1137295.667,0.172011968,-0.764441335
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,BL_241101_PP_0812_15,209126.6,0.036896449,-1.433015425
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,BL_241101_PP_0812_15,192025.48,0.0355277,-1.449432909
Q88LL7,Q88LL7_PSEPK,Fabd,Malonyl CoA-acyl carrier protein transacylase,BL_241101_PP_0812_15,235631,0.03563836,-1.448082294
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,BL_241101_PP_0812_15,540159.2667,0.095300928,-1.020902871
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,BL_241101_PP_0812_15,455011.48,0.084184199,-1.074769414
Q88LL9,RL32_PSEPK,Rpmf,Large ribosomal subunit protein bL32,BL_241101_PP_0812_15,1686666.667,0.255102399,-0.593285458
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,BL_241101_PP_0812_15,123311.5667,0.021756003,-1.662420886
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,BL_241101_PP_0812_15,140885.0733,0.026065929,-1.583926786
Q88LM0,Q88LM0_PSEPK,Pp_1910,Large ribosomal RNA subunit accumulation protein YceD,BL_241101_PP_0812_15,193438,0.029256817,-1.533772927
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,BL_241101_PP_0812_15,131130.0333,0.023135424,-1.63572253
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,BL_241101_PP_0812_15,129787.1333,0.024012638,-1.619560128
Q88LM2,Q88LM2_PSEPK,Pp_1908,Peptidase,BL_241101_PP_0812_15,58190,0.008801033,-2.055466363
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,BL_241101_PP_0812_15,554031.9,0.097748493,-1.00988993
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,BL_241101_PP_0812_15,474147.4333,0.087724648,-1.056878364
Q88LM4,Q88LM4_PSEPK,Rne,Ribonuclease E,BL_241101_PP_0812_15,680894.9667,0.102982968,-0.987234596
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,BL_241101_PP_0812_15,136480.3333,0.024079384,-1.618354627
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,BL_241101_PP_0812_15,115502.2,0.021369703,-1.670201512
Q88LM7,KDSB_PSEPK,Kdsb,3-deoxy-manno-octulosonate cytidylyltransferase,BL_241101_PP_0812_15,88923.96667,0.013449437,-1.871295893
Q88LM8,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,BL_241101_PP_0812_15,113174.0333,0.019967426,-1.699677908
Q88LM8,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,BL_241101_PP_0812_15,48966.64,0.00905959,-2.042891464
Q88LM8,Y1901_PSEPK,Pp_1901,UPF0434 protein PP_1901,BL_241101_PP_0812_15,183862.5667,0.027808566,-1.555821401
Q88LN1,Q88LN1_PSEPK,Pp_1898,MotA/TolQ/ExbB proton channel family protein,BL_241101_PP_0812_15,21751.3,0.003837607,-2.415939483
Q88LN1,Q88LN1_PSEPK,Pp_1898,MotA/TolQ/ExbB proton channel family protein,BL_241101_PP_0812_15,21342.24667,0.003948648,-2.403551633
Q88LN1,Q88LN1_PSEPK,Pp_1898,MotA/TolQ/ExbB proton channel family protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,BL_241101_PP_0812_15,64290.26667,0.011342807,-1.945279475
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,BL_241101_PP_0812_15,99826.86667,0.018469523,-1.733544328
Q88LN4,Q88LN4_PSEPK,Yadg,ABC transporter-ATP binding subunit,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LN5,Q88LN5_PSEPK,Gstb,Glutathione S-transferase reducing arsenate to arsenite,BL_241101_PP_0812_15,82810.5,0.014610353,-1.835339295
Q88LN5,Q88LN5_PSEPK,Gstb,Glutathione S-transferase reducing arsenate to arsenite,BL_241101_PP_0812_15,68237,0.012624906,-1.898771843
Q88LN5,Q88LN5_PSEPK,Gstb,Glutathione S-transferase reducing arsenate to arsenite,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,BL_241101_PP_0812_15,13990.63333,0.002468384,-2.607587327
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88LN6,Q88LN6_PSEPK,Fade,Acyl-coenzyme A dehydrogenase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,BL_241101_PP_0812_15,85045.13333,0.015004612,-1.823775235
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,BL_241101_PP_0812_15,124601.3333,0.023053184,-1.637269078
Q88LQ3,Q88LQ3_PSEPK,Pp_1876,ATP/GTP-binding protein of the AAA+ family,BL_241101_PP_0812_15,11471.16667,0.001734974,-2.76070713
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,BL_241101_PP_0812_15,41494.03333,0.007320841,-2.13543905
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,BL_241101_PP_0812_15,44413.14,0.008217122,-2.085280289
Q88LQ5,Q88LQ5_PSEPK,Gpx,Glutathione peroxidase,BL_241101_PP_0812_15,22546.93333,0.003410144,-2.467227239
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,BL_241101_PP_0812_15,203143.6667,0.035840873,-1.445621415
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,BL_241101_PP_0812_15,211425.3333,0.039116974,-1.407634744
Q88LQ7,Q88LQ7_PSEPK,Alaa,alanine transaminase,BL_241101_PP_0812_15,216159.3333,0.032693339,-1.485540728
Q88LQ8,HTPX_PSEPK,Htpx,Protease HtpX,BL_241101_PP_0812_15,45823.43333,0.008084682,-2.092337076
Q88LQ8,HTPX_PSEPK,Htpx,Protease HtpX,BL_241101_PP_0812_15,35743.24667,0.006613056,-2.17959777
Q88LQ8,HTPX_PSEPK,Htpx,Protease HtpX,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,BL_241101_PP_0812_15,983313.3667,0.173487121,-0.760732759
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,BL_241101_PP_0812_15,1041096.407,0.192619025,-0.715300821
Q88LR1,Q88LR1_PSEPK,Dead,ATP-dependent RNA helicase DeaD,BL_241101_PP_0812_15,550650,0.083283875,-1.079439076
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,BL_241101_PP_0812_15,49149.3,0.008671468,-2.061907365
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,BL_241101_PP_0812_15,53270.96667,0.009855957,-2.00630119
Q88LR3,Q88LR3_PSEPK,Aroh,Phospho-2-dehydro-3-deoxyheptonate aldolase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,BL_241101_PP_0812_15,571212,0.100779598,-0.996627379
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,BL_241101_PP_0812_15,306369.6067,0.056683141,-1.246546089
Q88LR9,Q88LR9_PSEPK,Ohr,Organic hydroperoxide resistance protein,BL_241101_PP_0812_15,1285774.067,0.194468804,-0.711150058
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,BL_241101_PP_0812_15,1856018.8,0.327459556,-0.484842331
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,BL_241101_PP_0812_15,1885026.467,0.348759209,-0.457474316
Q88LS0,EFP_PSEPK,Efp,Elongation factor P,BL_241101_PP_0812_15,2686666.667,0.40634888,-0.391100933
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,BL_241101_PP_0812_15,161330.8,0.028463781,-1.545707414
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,BL_241101_PP_0812_15,126464.08,0.023397821,-1.630824579
Q88LT2,Q88LT2_PSEPK,Pp_1845,Enoyl-CoA hydratase/isomerase family protein,BL_241101_PP_0812_15,116906.3667,0.017681677,-1.752476557
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",BL_241101_PP_0812_15,28188.6,0.004973347,-2.303351195
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",BL_241101_PP_0812_15,27057.97333,0.005006146,-2.300496504
Q88LT5,Q88LT5_PSEPK,Pp_1842,"Glutamine amidotransferase, class I",BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,BL_241101_PP_0812_15,113398.3667,0.020007006,-1.698817902
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,BL_241101_PP_0812_15,98807.48,0.01828092,-1.738001945
Q88LT9,Q88LT9_PSEPK,Pp_1838,Sulfatase N-terminal domain-containing protein,BL_241101_PP_0812_15,15082.96667,0.002281246,-2.641827949
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,BL_241101_PP_0812_15,2794,0.000492949,-3.3071983
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,BL_241101_PP_0812_15,6187.033333,0.001144697,-2.941309312
Q88LU5,Q88LU5_PSEPK,Pp_1832,Oxidase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,BL_241101_PP_0812_15,233805.1333,0.041250512,-1.38457066
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,BL_241101_PP_0812_15,260672.6333,0.048228491,-1.316696329
Q88LU7,AROC_PSEPK,Aroc,Chorismate synthase,BL_241101_PP_0812_15,154056.3333,0.023300478,-1.632635163
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,BL_241101_PP_0812_15,37085.06667,0.006542961,-2.184225638
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,BL_241101_PP_0812_15,139970.8067,0.025896776,-1.586754303
Q88LV0,Q88LV0_PSEPK,Prmb,Ribosomal protein uL3 glutamine methyltransferase,BL_241101_PP_0812_15,41350.33333,0.006254092,-2.203835705
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",BL_241101_PP_0812_15,172301.3667,0.030399331,-1.517135979
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",BL_241101_PP_0812_15,185494.0733,0.034319288,-1.46446173
Q88LV1,Q88LV1_PSEPK,Pp_1826,"Hydrolase, isochorismatase family",BL_241101_PP_0812_15,114001.3333,0.017242301,-1.763404789
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,BL_241101_PP_0812_15,91317.46667,0.016111247,-1.792870847
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,BL_241101_PP_0812_15,141903.3333,0.026254323,-1.580799171
Q88LV4,GCH11_PSEPK,Fole1,GTP cyclohydrolase 1 1,BL_241101_PP_0812_15,90119.53333,0.013630262,-1.865495786
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,BL_241101_PP_0812_15,13485,0.002379174,-2.623573751
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,BL_241101_PP_0812_15,10846.58,0.002006786,-2.697498944
Q88LV5,Q88LV5_PSEPK,Pp_1822,Glutaredoxin domain-containing protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LV6,Q88LV6_PSEPK,Pp_1821,Glutathione S-transferase family protein,BL_241101_PP_0812_15,121780.0333,0.021485793,-1.667848613
Q88LV6,Q88LV6_PSEPK,Pp_1821,Glutathione S-transferase family protein,BL_241101_PP_0812_15,98731.93333,0.018266943,-1.738334127
Q88LV6,Q88LV6_PSEPK,Pp_1821,Glutathione S-transferase family protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",BL_241101_PP_0812_15,79777.63333,0.014075261,-1.851543553
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",BL_241101_PP_0812_15,136608.0667,0.025274617,-1.597315423
Q88LW1,Q88LW1_PSEPK,Pp_1816,"Alcohol dehydrogenase, zinc-containing",BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,BL_241101_PP_0812_15,140899.9,0.024859133,-1.604514017
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,BL_241101_PP_0812_15,121960.9,0.022564663,-1.646571148
Q88LW2,PYRF_PSEPK,Pyrf,Orotidine 5'-phosphate decarboxylase,BL_241101_PP_0812_15,120387.3667,0.018208166,-1.739733805
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,BL_241101_PP_0812_15,159389.1333,0.02812121,-1.550965992
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,BL_241101_PP_0812_15,217096.6667,0.040166259,-1.396138613
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,BL_241101_PP_0812_15,108233.6333,0.016369956,-1.785952482
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,BL_241101_PP_0812_15,38431.53333,0.00678052,-2.168736989
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,BL_241101_PP_0812_15,112504.1,0.020815008,-1.681623418
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,BL_241101_PP_0812_15,83052.86667,0.012561454,-1.900960093
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",BL_241101_PP_0812_15,653796.4,0.11535006,-0.937982177
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",BL_241101_PP_0812_15,662178.4667,0.122513313,-0.911816714
Q88LX8,Q88LX8_PSEPK,Gmd,"GDP-mannose 4,6-dehydratase",BL_241101_PP_0812_15,771044.6667,0.116617793,-0.933235182
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",BL_241101_PP_0812_15,9764.133333,0.001722697,-2.763791
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88LY4,Q88LY4_PSEPK,Pp_1792,"Glycosyl transferase, group 2 family protein",BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,BL_241101_PP_0812_15,88463.36667,0.015607695,-1.806661238
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,BL_241101_PP_0812_15,94303.96667,0.0174477,-1.758261807
Q88LY5,Q88LY5_PSEPK,Pp_1791,Homocitrate synthase,BL_241101_PP_0812_15,19476.13333,0.002945697,-2.530811981
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",BL_241101_PP_0812_15,42358.23333,0.007473312,-2.126486863
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",BL_241101_PP_0812_15,37598.37333,0.006956284,-2.157622712
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,BL_241101_PP_0812_15,231486.6667,0.040841462,-1.38889872
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,BL_241101_PP_0812_15,242422,0.04485184,-1.348219738
Q88LY9,Q88LY9_PSEPK,Pp_1787,Tetratricopeptide repeat protein,BL_241101_PP_0812_15,211260.3333,0.031952382,-1.495496759
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,BL_241101_PP_0812_15,86546.73333,0.015269541,-1.816174021
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,BL_241101_PP_0812_15,68609.01333,0.012693734,-1.896410594
Q88LZ0,Q88LZ0_PSEPK,Pp_1786,Glycosyl transferase,BL_241101_PP_0812_15,22263.93333,0.003367342,-2.472712827
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",BL_241101_PP_0812_15,281404.4,0.049648506,-1.304093818
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",BL_241101_PP_0812_15,357222.1,0.066091643,-1.179853449
Q88LZ1,Q88LZ1_PSEPK,Rffg,"dTDP-glucose 4,6-dehydratase",BL_241101_PP_0812_15,276950.3333,0.041887763,-1.377912828
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,BL_241101_PP_0812_15,68828.7,0.012143528,-1.915655135
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,BL_241101_PP_0812_15,25678.98,0.004751011,-2.323213999
Q88LZ2,Q88LZ2_PSEPK,Rfbd,dTDP-4-dehydrorhamnose reductase,BL_241101_PP_0812_15,14153.86667,0.002140723,-2.66943962
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,BL_241101_PP_0812_15,145574.8,0.025683931,-1.5903385
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,BL_241101_PP_0812_15,198888,0.036797373,-1.434183188
Q88LZ3,Q88LZ3_PSEPK,Rfba,Glucose-1-phosphate thymidylyltransferase,BL_241101_PP_0812_15,346044.3333,0.052337988,-1.281182978
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",BL_241101_PP_0812_15,19568.2,0.00345244,-2.461873823
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",BL_241101_PP_0812_15,22363.38,0.004137573,-2.383254325
Q88LZ4,Q88LZ4_PSEPK,Rfbc,"dTDP-4-dehydrorhamnose 3,5-epimerase",BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,BL_241101_PP_0812_15,113755.9333,0.020070092,-1.697450644
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,BL_241101_PP_0812_15,99050.5,0.018325883,-1.736935096
Q88LZ6,Q88LZ6_PSEPK,Pp_1780,Mannosyltransferase,BL_241101_PP_0812_15,24594.73333,0.003719867,-2.429472602
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",BL_241101_PP_0812_15,38982.43333,0.006877716,-2.162555757
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",BL_241101_PP_0812_15,41124.77333,0.007608723,-2.118688251
Q88LZ7,Q88LZ7_PSEPK,Pp_1779,"Lipopolysaccharide ABC export system, ATP-binding protein",BL_241101_PP_0812_15,0,1.00E-05,-5
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,BL_241101_PP_0812_15,131752.1333,0.023245182,-1.633667046
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,BL_241101_PP_0812_15,102922.74,0.019042307,-1.720280429
Q88LZ9,Q88LZ9_PSEPK,Cpsg,phosphomannomutase,BL_241101_PP_0812_15,27657.93333,0.004183165,-2.378494994
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,BL_241101_PP_0812_15,407423.2667,0.071882161,-1.143378875
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,BL_241101_PP_0812_15,445988.64,0.082514834,-1.083467971
Q88M00,Q88M00_PSEPK,Pp_1776,mannose-1-phosphate guanylyltransferase,BL_241101_PP_0812_15,312384.4,0.047247041,-1.325625382
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,BL_241101_PP_0812_15,3494047.333,0.616458837,-0.210095918
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,BL_241101_PP_0812_15,3756849.667,0.695075609,-0.157967951
Q88M03,Q88M03_PSEPK,Rpsa,30S ribosomal protein S1,BL_241101_PP_0812_15,4509200.667,0.682000735,-0.166215157
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,BL_241101_PP_0812_15,215146.2667,0.037958506,-1.420690887
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,BL_241101_PP_0812_15,134607.5533,0.024904491,-1.603722338
Q88M04,KCY_PSEPK,Cmk,Cytidylate kinase,BL_241101_PP_0812_15,187888.3333,0.028417449,-1.546414906
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,BL_241101_PP_0812_15,261917,0.046210321,-1.335261014
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,BL_241101_PP_0812_15,255907.3333,0.047346836,-1.324709037
Q88M05,Q88M05_PSEPK,Aroa,3-phosphoshikimate 1-carboxyvinyltransferase,BL_241101_PP_0812_15,142364.3333,0.021532104,-1.666913521
Q88M06,Q88M06_PSEPK,Phea,Bifunctional chorismate mutase/prephenate dehydratase,BL_241101_PP_0812_15,190920.4667,0.03368432,-1.472572214
